,token,Total0,Total1,Total2,Total3,Total4
538,blanco,0.0,1.0,0.0,0.0,0.0
539,bleeding,0.0,1.0,0.0,0.0,0.0
540,blended,0.0,1.0,0.0,0.0,0.0
541,block,0.0,2.0,5.0,5.0,5.0
542,blocked,0.0,1.0,0.0,0.0,0.0
543,blocking,0.0,1.0,0.0,0.0,0.0
544,blog,0.0,63.0,9.0,13.0,13.0
545,bloghearty,0.0,1.0,0.0,0.0,0.0
546,blogsite,0.0,1.0,0.0,0.0,0.0
547,blood,0.0,174.0,0.0,0.0,0.0
548,blow,0.0,1.0,0.0,0.0,0.0
549,blue,0.0,3.0,0.0,0.0,0.0
550,blueberries,0.0,1.0,0.0,0.0,0.0
551,blueberry,0.0,3.0,0.0,0.0,0.0
552,blur,0.0,0.0,1.0,1.0,1.0
553,bmi,0.0,840.0,0.0,0.0,0.0
554,board,0.0,3.0,0.0,0.0,0.0
555,boardeffect,0.0,1.0,0.0,0.0,0.0
556,bodies,0.0,0.0,12.0,12.0,12.0
557,body,0.0,78.0,2.0,2.0,2.0
558,body’s,0.0,2.0,0.0,0.0,0.0
559,bogus,0.0,0.0,1.0,1.0,1.0
560,boil,0.0,1.0,0.0,0.0,0.0
561,bone,0.0,55.0,0.0,0.0,0.0
562,book,0.0,0.0,5.0,9.0,9.0
563,booking,0.0,1.0,0.0,0.0,0.0
564,bookingpractice,0.0,5.0,0.0,0.0,0.0
565,bookingscheduleavailable,0.0,2.0,0.0,0.0,0.0
566,bookingtelehealthvideo,0.0,8.0,0.0,0.0,0.0
567,bookingtony,0.0,1.0,0.0,0.0,0.0
568,bookingvideo,0.0,2.0,0.0,0.0,0.0
569,boost,0.0,1.0,0.0,0.0,0.0
570,booster,0.0,6.0,0.0,0.0,0.0
571,boosters,0.0,61.0,0.0,0.0,0.0
572,border,0.0,3.0,0.0,0.0,0.0
573,born,0.0,1.0,0.0,0.0,0.0
574,both,0.0,11.0,3.0,3.0,3.0
575,bothinfo,0.0,0.0,1.0,1.0,1.0
576,bottom,0.0,3.0,1.0,1.0,1.0
577,bound,0.0,3.0,0.0,0.0,0.0
578,bowls,0.0,5.0,0.0,0.0,0.0
579,bowl”,0.0,1.0,0.0,0.0,0.0
580,box,0.0,38.0,2.0,2.0,2.0
581,boys,0.0,30.0,0.0,0.0,0.0
582,brad,0.0,1.0,0.0,0.0,0.0
583,brain,0.0,11.0,0.0,0.0,0.0
584,braised,0.0,3.0,0.0,0.0,0.0
585,branch,0.0,1.0,0.0,0.0,0.0
586,branches,0.0,1.0,0.0,0.0,0.0
587,brand,0.0,0.0,1.0,1.0,1.0
588,branzell,0.0,1.0,0.0,0.0,0.0
589,brdcolor,0.0,1.0,0.0,0.0,0.0
590,bread,0.0,3.0,0.0,0.0,0.0
591,breadcrumbs,0.0,1.0,0.0,0.0,0.0
592,breadth,0.0,1.0,0.0,0.0,0.0
593,break,0.0,34.0,0.0,0.0,0.0
594,breakfast,0.0,3.0,0.0,0.0,0.0
595,breaking,0.0,0.0,1.0,1.0,1.0
596,breakthrough,0.0,1.0,0.0,0.0,0.0
597,breast,0.0,67.0,0.0,0.0,0.0
598,breastfeeding,0.0,3.0,0.0,0.0,0.0
599,breasts,0.0,1.0,0.0,0.0,0.0
600,breathing,0.0,64.0,0.0,0.0,0.0
601,briana,0.0,1.0,0.0,0.0,0.0
602,bridge,0.0,1.0,0.0,0.0,0.0
603,bridging,0.0,1.0,0.0,0.0,0.0
604,brighten,0.0,1.0,0.0,0.0,0.0
605,brightest,0.0,1.0,0.0,0.0,0.0
606,brilliant,0.0,2.0,0.0,0.0,0.0
607,bring,0.0,2.0,0.0,2.0,2.0
608,bringing,0.0,2.0,0.0,0.0,0.0
609,brings,0.0,13.0,2.0,2.0,2.0
610,britishvirgin,0.0,1.0,0.0,0.0,0.0
611,broad,0.0,1.0,0.0,0.0,0.0
612,broader,0.0,1.0,0.0,0.0,0.0
613,broccoli,0.0,1.0,0.0,0.0,0.0
614,brochetas,0.0,1.0,0.0,0.0,0.0
615,broiled,0.0,1.0,0.0,0.0,0.0
616,bronchodilators,0.0,1.0,0.0,0.0,0.0
617,brooke,0.0,1.0,0.0,0.0,0.0
618,brooke’s,0.0,1.0,0.0,0.0,0.0
619,brought,0.0,4.0,0.0,0.0,0.0
620,brown,0.0,2.0,0.0,0.0,0.0
621,browse,0.0,10.0,0.0,0.0,0.0
622,browser,0.0,22.0,2.0,1.0,1.0
623,browsers,0.0,3.0,0.0,0.0,0.0
624,browsing,0.0,2.0,0.0,0.0,0.0
625,brushed,0.0,1.0,0.0,0.0,0.0
626,btn,0.0,1.0,0.0,0.0,0.0
627,bubble,0.0,1.0,0.0,0.0,0.0
628,bucket,0.0,0.0,1.0,1.0,1.0
629,budget,0.0,0.0,1.0,1.0,1.0
630,buffalo,0.0,2.0,0.0,0.0,0.0
631,bug,0.0,1.0,0.0,0.0,0.0
632,bugs,0.0,1.0,0.0,0.0,0.0
633,build,0.0,10.0,1.0,0.0,0.0
634,buildersliderpro,0.0,0.0,1.0,0.0,0.0
635,building,0.0,4.0,0.0,0.0,0.0
636,builds,0.0,0.0,1.0,0.0,0.0
637,built,0.0,1.0,0.0,0.0,0.0
638,bulb,0.0,1.0,0.0,0.0,0.0
639,bulge,0.0,1.0,0.0,0.0,0.0
640,bulgur,0.0,2.0,0.0,0.0,0.0
641,burden,0.0,1.0,0.0,0.0,0.0
642,burdens,0.0,1.0,0.0,0.0,0.0
643,bureau,0.0,1.0,0.0,0.0,0.0
644,burn,0.0,1.0,0.0,0.0,0.0
645,burrito,0.0,2.0,0.0,0.0,0.0
646,bursting,0.0,2.0,0.0,0.0,0.0
647,buscar,0.0,3.0,0.0,0.0,0.0
648,business,0.0,10.0,0.0,0.0,0.0
649,businesses,0.0,1.0,0.0,0.0,0.0
650,busque,0.0,1.0,0.0,0.0,0.0
651,busy,0.0,1.0,0.0,0.0,0.0
652,but,0.0,51.0,1.0,1.0,1.0
653,butter,0.0,2.0,0.0,0.0,0.0
654,butternut,0.0,2.0,0.0,0.0,0.0
655,button,0.0,4.0,9.0,9.0,9.0
656,buttons,0.0,0.0,4.0,4.0,4.0
657,buttonsubmit,0.0,0.0,1.0,3.0,3.0
658,bybest,0.0,1.0,0.0,0.0,0.0
659,bypass,0.0,4.0,0.0,0.0,0.0
660,cada,0.0,0.0,2.0,2.0,2.0
661,caicos,0.0,1.0,0.0,0.0,0.0
662,cake,0.0,5.0,0.0,0.0,0.0
663,calculated,0.0,1.0,0.0,0.0,0.0
664,calculator,0.0,90.0,0.0,0.0,0.0
665,calculatorcardiovascular,0.0,1.0,0.0,0.0,0.0
666,calculators,0.0,4.0,0.0,0.0,0.0
667,caledonianew,0.0,1.0,0.0,0.0,0.0
668,calendar,0.0,3.0,0.0,0.0,0.0
669,calf,0.0,1.0,0.0,0.0,0.0
670,calidad,0.0,1.0,0.0,0.0,0.0
671,call,0.0,23.0,13.0,18.0,18.0
672,calling,0.0,0.0,0.0,1.0,1.0
673,calm,0.0,1.0,0.0,0.0,0.0
674,calories,0.0,60.0,0.0,0.0,0.0
675,calves,0.0,1.0,0.0,0.0,0.0
676,camp,0.0,1.0,0.0,0.0,0.0
677,campaigns,0.0,0.0,8.0,8.0,8.0
678,campaignsapplynational,0.0,0.0,1.0,1.0,1.0
679,campaignshybridpublic,0.0,0.0,1.0,1.0,1.0
680,campaignspublic,0.0,0.0,1.0,1.0,1.0
681,campus,0.0,21.0,0.0,0.0,0.0
682,campuses,0.0,1.0,0.0,0.0,0.0
683,can,0.0,187.0,37.0,46.0,47.0
684,can't,0.0,0.0,1.0,1.0,1.0
685,cancel,0.0,1.0,0.0,0.0,0.0
686,cancer,0.0,318.0,2.0,4.0,4.0
687,cancercervical,0.0,2.0,0.0,0.0,0.0
688,cancercolorectal,0.0,2.0,0.0,0.0,0.0
689,cancerfor,0.0,1.0,0.0,0.0,0.0
690,cancerhelp,0.0,2.0,0.0,0.0,0.0
691,cancerlandmark,0.0,1.0,0.0,0.0,0.0
692,cancerlung,0.0,2.0,0.0,0.0,0.0
693,cancerous,0.0,7.0,0.0,0.0,0.0
694,cancerresearchtransplant,0.0,1.0,0.0,0.0,0.0
695,cancers,0.0,2.0,0.0,0.0,0.0
696,cancerskin,0.0,2.0,0.0,0.0,0.0
697,cancerspecial,0.0,2.0,0.0,0.0,0.0
698,candidates,0.0,0.0,1.0,1.0,1.0
699,canned,0.0,2.0,0.0,0.0,0.0
700,cannon,0.0,31.0,0.0,0.0,0.0
701,cannot,0.0,6.0,2.0,2.0,2.0
702,cannula,0.0,1.0,0.0,0.0,0.0
703,cantidad,0.0,1.0,0.0,0.0,0.0
704,can’t,0.0,3.0,0.0,1.0,1.0
705,capabilities,0.0,1.0,0.0,0.0,0.0
706,capability,0.0,2.0,0.0,0.0,0.0
707,capable,0.0,1.0,0.0,0.0,0.0
708,caprese,0.0,2.0,0.0,0.0,0.0
709,captcha,0.0,1.0,0.0,0.0,0.0
710,captions,0.0,0.0,2.0,2.0,2.0
711,capuchón,0.0,0.0,2.0,2.0,2.0
712,car,0.0,1.0,0.0,0.0,1.0
713,carbohydrates,0.0,2.0,0.0,0.0,0.0
714,carbon,0.0,1.0,0.0,0.0,0.0
715,card,0.0,0.0,9.0,9.0,9.0
716,cardiac,0.0,89.0,0.0,0.0,0.0
717,cardiologist,0.0,2.0,0.0,0.0,0.0
718,cardiologists,0.0,1.0,0.0,0.0,0.0
719,cardiology,0.0,35.0,0.0,0.0,0.0
720,cardiovascular,0.0,38.0,0.0,0.0,0.0
721,cards,0.0,0.0,3.0,4.0,4.0
722,care,0.0,705.0,27.0,49.0,49.0
723,carecenter,0.0,30.0,0.0,0.0,0.0
724,carecentermiddletown,0.0,3.0,0.0,0.0,0.0
725,careclear,0.0,1.0,0.0,0.0,0.0
726,cared,0.0,1.0,0.0,0.0,0.0
727,careers,0.0,118.0,0.0,0.0,0.0
728,caregiver,0.0,22.0,0.0,0.0,0.0
729,caregiver's,0.0,0.0,1.0,1.0,1.0
730,caregiveradvice,0.0,1.0,0.0,0.0,0.0
731,caregivers,0.0,9.0,0.0,0.0,0.0
732,caregraham,0.0,1.0,0.0,0.0,0.0
733,careinto,0.0,0.0,0.0,1.0,1.0
734,careref,0.0,1.0,0.0,0.0,0.0
735,carethe,0.0,3.0,0.0,0.0,0.0
736,carevio,0.0,4.0,0.0,0.0,0.0
737,care™,0.0,3.0,0.0,0.0,0.0
738,caring,0.0,13.0,1.0,0.0,0.0
739,caritas,0.0,0.0,0.0,1.0,1.0
740,carneys,0.0,3.0,0.0,0.0,0.0
741,carolyn,0.0,2.0,0.0,0.0,0.0
742,carotid,0.0,4.0,0.0,0.0,0.0
743,carried,0.0,2.0,0.0,0.0,0.0
744,carries,0.0,1.0,0.0,0.0,0.0
745,carry,0.0,1.0,0.0,0.0,0.0
746,cart,0.0,0.0,11.0,11.0,11.0
747,carving,0.0,1.0,0.0,0.0,0.0
748,case,0.0,2.0,4.0,4.0,4.0
749,cash,0.0,0.0,0.0,1.0,1.0
750,casserole,0.0,4.0,0.0,0.0,0.0
751,casseroles,0.0,1.0,0.0,0.0,0.0
752,cast,0.0,1.0,0.0,0.0,0.0
753,castle,0.0,3.0,0.0,0.0,0.0
754,cat's,0.0,0.0,1.0,1.0,1.0
755,catch,0.0,17.0,3.0,2.0,2.0
756,categories,0.0,1.0,1.0,1.0,1.0
757,category,0.0,30.0,0.0,0.0,0.0
758,caterson,0.0,1.0,0.0,0.0,0.0
759,catheter,0.0,1.0,0.0,0.0,0.0
760,catheterization,0.0,2.0,0.0,0.0,0.0
761,catheterizationcardiac,0.0,4.0,0.0,0.0,0.0
762,catheters,0.0,2.0,0.0,0.0,0.0
763,caucasians,0.0,1.0,0.0,0.0,0.0
764,cauliflower,0.0,3.0,0.0,0.0,0.0
765,cause,0.0,4.0,0.0,0.0,0.0
766,caused,0.0,4.0,0.0,0.0,0.0
767,causes,0.0,4.0,0.0,0.0,0.0
768,causing,0.0,61.0,0.0,0.0,0.0
769,cavity,0.0,1.0,0.0,0.0,0.0
770,ccrn,0.0,2.0,0.0,0.0,0.0
771,cctext,0.0,0.0,1.0,1.0,1.0
772,cdi,0.0,1.0,0.0,0.0,0.0
773,cebolla,0.0,1.0,0.0,0.0,0.0
774,cecil,0.0,2.0,0.0,0.0,0.0
775,celebrate,0.0,1.0,0.0,0.0,0.0
776,celebrates,0.0,3.0,0.0,0.0,0.0
777,celebrating,0.0,1.0,0.0,0.0,0.0
778,celebratory,0.0,1.0,0.0,0.0,0.0
779,cell,0.0,25.0,0.0,0.0,0.0
780,cellular,0.0,10.0,0.0,0.0,0.0
781,center,0.0,381.0,12.0,20.0,20.0
782,centercancer,0.0,3.0,0.0,0.0,0.0
783,centercardiac,0.0,4.0,0.0,0.0,0.0
784,centerclinical,0.0,1.0,0.0,0.0,0.0
785,centered,0.0,1.0,1.0,1.0,1.0
786,centergroupsaboutcreate,0.0,0.0,1.0,1.0,1.0
787,centering,0.0,0.0,1.0,0.0,0.0
788,centermagnet®,0.0,1.0,0.0,0.0,0.0
789,centerprivacy,0.0,0.0,1.0,1.0,1.0
790,centers,0.0,7.0,2.0,3.0,3.0
791,centerspringside,0.0,3.0,0.0,0.0,0.0
792,centersupport,0.0,3.0,0.0,0.0,0.0
793,center’s,0.0,4.0,0.0,0.0,0.0
794,central,0.0,3.0,6.0,6.0,6.0
795,centro,0.0,2.0,0.0,0.0,0.0
796,centros,0.0,2.0,0.0,0.0,0.0
797,century,0.0,1.0,0.0,0.0,0.0
798,ceo,0.0,3.0,0.0,0.0,0.0
799,certain,0.0,63.0,0.0,0.0,0.0
800,certification,0.0,1.0,0.0,0.0,0.0
801,certified,0.0,5.0,0.0,0.0,0.0
802,cervix,0.0,1.0,0.0,0.0,0.0
803,cesarean,0.0,2.0,0.0,0.0,0.0
804,cessation,0.0,4.0,0.0,0.0,0.0
805,chadds,0.0,3.0,0.0,0.0,0.0
806,chair,0.0,1.0,0.0,0.0,0.0
807,challengechristianacare,0.0,2.0,0.0,0.0,0.0
808,challenged,0.0,1.0,0.0,0.0,0.0
809,challengeresidency,0.0,1.0,0.0,0.0,0.0
810,challenges,0.0,1.0,0.0,0.0,0.0
811,chance,0.0,8.0,0.0,0.0,0.0
812,chances,0.0,1.0,0.0,0.0,0.0
813,change,0.0,7.0,10.0,10.0,10.0
814,changed,0.0,5.0,1.0,1.0,1.0
815,changes,0.0,101.0,1.0,1.0,2.0
816,channel,0.0,0.0,4.0,4.0,4.0
817,chapter,0.0,2.0,0.0,0.0,0.0
818,charting,0.0,1.0,0.0,0.0,0.0
819,charts,0.0,1.0,0.0,0.0,0.0
820,chastity,0.0,2.0,0.0,0.0,0.0
821,chatarra,0.0,1.0,0.0,0.0,0.0
822,chatbot,0.0,0.0,3.0,3.0,3.0
823,check,0.0,70.0,9.0,10.0,10.0
824,checkbox,0.0,0.0,10.0,10.0,10.0
825,checkboxes,0.0,0.0,5.0,5.0,5.0
826,checked,0.0,0.0,2.0,2.0,2.0
827,checking,0.0,3.0,0.0,0.0,0.0
828,checks,0.0,32.0,0.0,0.0,0.0
829,cheese,0.0,5.0,0.0,0.0,0.0
830,cheeseburger,0.0,2.0,0.0,0.0,0.0
831,cheeseburgers,0.0,2.0,0.0,0.0,0.0
832,cheri,0.0,1.0,0.0,0.0,0.0
833,chest,0.0,1.0,0.0,0.0,0.0
834,chester,0.0,14.0,0.0,0.0,0.0
835,chew,0.0,1.0,0.0,0.0,0.0
836,chicken,0.0,16.0,0.0,0.0,0.0
837,chief,0.0,7.0,12.0,12.0,12.0
838,child,0.0,531.0,0.0,0.0,0.0
839,child's,0.0,30.0,0.0,0.0,0.0
840,childbearing,0.0,1.0,0.0,0.0,0.0
841,childbirth,0.0,1.0,0.0,0.0,0.0
842,childcare,0.0,0.0,0.0,3.0,4.0
843,childhood,0.0,2.0,0.0,0.0,0.0
844,children,0.0,155.0,0.0,2.0,2.0
845,children's,0.0,4.0,0.0,0.0,0.0
846,children’s,0.0,3.0,0.0,0.0,0.0
847,chill,0.0,1.0,0.0,0.0,0.0
848,chime,0.0,2.0,0.0,0.0,0.0
849,chinese,0.0,30.0,0.0,0.0,0.0
850,chipotle,0.0,2.0,0.0,0.0,0.0
851,chirp,0.0,0.0,1.0,1.0,1.0
852,chlamydia,0.0,1.0,0.0,0.0,0.0
853,chocolate,0.0,4.0,0.0,0.0,0.0
854,choice,0.0,1.0,0.0,1.0,1.0
855,choices,0.0,2.0,0.0,0.0,0.0
856,choicestermshelpcontact,0.0,0.0,1.0,1.0,1.0
857,cholesterol,0.0,2.0,0.0,0.0,0.0
858,choose,0.0,8.0,51.0,51.0,51.0
859,choosing,0.0,4.0,1.0,2.0,2.0
860,chopped,0.0,2.0,0.0,0.0,0.0
861,chopping,0.0,1.0,0.0,0.0,0.0
862,chops,0.0,3.0,0.0,0.0,0.0
863,chores,0.0,1.0,0.0,0.0,0.0
864,chose,0.0,2.0,0.0,0.0,0.0
865,chrissy,0.0,2.0,0.0,0.0,0.0
866,christiana,0.0,174.0,0.0,0.0,0.0
867,christianacare,0.0,629.0,0.0,0.0,0.0
868,christianacare's,0.0,33.0,0.0,0.0,0.0
869,christianacarenursing,0.0,1.0,0.0,0.0,0.0
870,christianacaresafety,0.0,1.0,0.0,0.0,0.0
871,christianacareto,0.0,1.0,0.0,0.0,0.0
872,christianacare’s,0.0,59.0,0.0,0.0,0.0
873,christianahelen,0.0,3.0,0.0,0.0,0.0
874,christina,0.0,1.0,0.0,0.0,0.0
875,christmas,0.0,0.0,0.0,2.0,2.0
876,chrome,0.0,1.0,0.0,0.0,0.0
877,chronic,0.0,67.0,0.0,0.0,0.0
878,cider,0.0,1.0,0.0,0.0,0.0
879,cigarette,0.0,2.0,0.0,0.0,0.0
880,cigarettes,0.0,1.0,0.0,0.0,0.0
881,cigars,0.0,1.0,0.0,0.0,0.0
882,cigna,0.0,0.0,0.0,1.0,1.0
883,cilantro,0.0,2.0,0.0,0.0,0.0
884,cinco,0.0,1.0,0.0,0.0,0.0
885,circle,0.0,0.0,5.0,8.0,8.0
886,circulatory,0.0,1.0,0.0,0.0,0.0
887,cita,0.0,3.0,0.0,0.0,0.0
888,citas,0.0,1.0,0.0,0.0,0.0
889,citrus,0.0,1.0,0.0,0.0,0.0
890,city,0.0,2.0,1.0,3.0,3.0
891,city’s,0.0,1.0,0.0,0.0,0.0
892,civil,0.0,1.0,0.0,0.0,0.0
893,claims,0.0,1.0,0.0,0.0,0.0
894,class,0.0,1.0,4.0,4.0,4.0
895,classes,0.0,17.0,2.0,2.0,2.0
896,classeschristiana,0.0,1.0,0.0,0.0,0.0
897,classic,0.0,4.0,0.0,0.0,0.0
898,clayton,0.0,1.0,0.0,0.0,0.0
899,clean,0.0,0.0,3.0,3.0,3.0
900,cleanbadfirstname,0.0,0.0,1.0,1.0,1.0
901,cleanbadlastname,0.0,0.0,1.0,1.0,1.0
902,cleanbadword,0.0,0.0,1.0,1.0,1.0
903,clear,0.0,4.0,0.0,0.0,0.0
904,clearly,0.0,1.0,0.0,0.0,0.0
905,click,0.0,82.0,1.0,2.0,2.0
906,clicking,0.0,0.0,2.0,4.0,4.0
907,clicks,0.0,0.0,1.0,1.0,1.0
908,client,0.0,0.0,1.0,1.0,1.0
909,clientid,0.0,0.0,1.0,1.0,1.0
910,clients,0.0,1.0,0.0,0.0,0.0
911,clienttoken,0.0,1.0,0.0,0.0,0.0
912,clinic,0.0,4.0,3.0,5.0,6.0
913,clinical,0.0,66.0,0.0,0.0,0.0
914,clinically,0.0,1.0,0.0,0.0,0.0
915,clinicalnursing,0.0,1.0,0.0,0.0,0.0
916,clinician,0.0,3.0,0.0,0.0,0.0
917,clinicians,0.0,38.0,0.0,0.0,0.0
918,cliniciansadvanced,0.0,1.0,0.0,0.0,0.0
919,cliniclipid,0.0,4.0,0.0,0.0,0.0
920,clinicpatient,0.0,4.0,0.0,0.0,0.0
921,clinics,0.0,0.0,1.0,0.0,0.0
922,clinic’s,0.0,1.0,0.0,0.0,0.0
923,close,0.0,2.0,1.0,1.0,1.0
924,closed,0.0,2.0,1.0,10.0,10.0
925,closeeffect,0.0,2.0,0.0,0.0,0.0
926,closely,0.0,2.0,1.0,1.0,1.0
927,closer,0.0,1.0,0.0,0.0,0.0
928,closure,0.0,1.0,0.0,0.0,0.0
929,clot,0.0,1.0,0.0,0.0,0.0
930,clove,0.0,1.0,0.0,0.0,0.0
931,cme,0.0,3.0,0.0,0.0,0.0
932,cntr,0.0,1.0,0.0,0.0,0.0
933,coach,0.0,3.0,0.0,0.0,0.0
934,coast,0.0,0.0,3.0,3.0,3.0
935,cochlear,0.0,2.0,0.0,0.0,0.0
936,coconut,0.0,1.0,0.0,0.0,0.0
937,cod,0.0,1.0,0.0,0.0,0.0
938,code,0.0,34.0,14.0,16.0,16.0
939,coded,0.0,2.0,0.0,0.0,0.0
940,codified,0.0,9.0,0.0,0.0,0.0
941,coitus,0.0,0.0,2.0,2.0,2.0
942,coker,0.0,1.0,0.0,0.0,0.0
943,cold,0.0,4.0,0.0,0.0,0.0
944,colds,0.0,1.0,0.0,0.0,0.0
945,coleman,0.0,2.0,0.0,0.0,0.0
946,collaboration,0.0,2.0,0.0,0.0,0.0
947,collaborative,0.0,2.0,0.0,0.0,0.0
948,colleagues,0.0,2.0,0.0,0.0,0.0
949,collect,0.0,8.0,0.0,0.0,0.0
950,collected,0.0,9.0,0.0,0.0,0.0
951,collection,0.0,1.0,1.0,1.0,1.0
952,collective,0.0,2.0,0.0,0.0,0.0
953,collects,0.0,1.0,0.0,0.0,0.0
954,college,0.0,4.0,0.0,0.0,0.0
955,colon,0.0,6.0,0.0,0.0,0.0
956,color,0.0,1.0,20.0,20.0,20.0
957,colorectal,0.0,2.0,0.0,0.0,0.0
958,colorful,0.0,2.0,0.0,0.0,0.0
959,columbia,0.0,0.0,3.0,3.0,3.0
960,combination,0.0,2.0,0.0,0.0,0.0
961,combine,0.0,1.0,0.0,0.0,0.0
962,combines,0.0,2.0,0.0,0.0,0.0
963,come,0.0,1.0,0.0,4.0,4.0
964,comeback,0.0,1.0,0.0,0.0,0.0
965,comer,0.0,2.0,0.0,0.0,0.0
966,comes,0.0,2.0,2.0,2.0,2.0
967,comfort,0.0,2.0,0.0,0.0,0.0
968,comforting,0.0,1.0,0.0,0.0,0.0
969,comida,0.0,2.0,0.0,0.0,0.0
970,coming,0.0,64.0,2.0,2.0,2.0
971,comitta,0.0,3.0,0.0,0.0,0.0
972,commend,0.0,1.0,0.0,0.0,0.0
973,comment,0.0,1.0,0.0,0.0,0.0
974,comments,0.0,2.0,2.0,2.0,2.0
975,commercial,0.0,1.0,0.0,0.0,0.0
976,commercially,0.0,1.0,0.0,0.0,0.0
977,commission,0.0,4.0,0.0,0.0,0.0
978,commit,0.0,1.0,1.0,0.0,0.0
979,commitment,0.0,10.0,1.0,1.0,1.0
980,commitments,0.0,1.0,0.0,0.0,0.0
981,committed,0.0,3.0,0.0,0.0,0.0
982,committee,0.0,1.0,2.0,2.0,2.0
983,committees,0.0,2.0,1.0,1.0,1.0
984,committing,0.0,1.0,0.0,0.0,0.0
985,common,0.0,5.0,2.0,1.0,1.0
986,commonly,0.0,3.0,0.0,0.0,0.0
987,commons,0.0,1.0,0.0,0.0,0.0
988,commonwealth,0.0,1.0,0.0,0.0,0.0
989,communicate,0.0,1.0,0.0,0.0,0.0
990,communicationen,0.0,0.0,1.0,1.0,1.0
991,communications,0.0,5.0,3.0,3.0,3.0
992,communities,0.0,7.0,1.0,1.0,1.0
993,community,0.0,181.0,1.0,1.0,1.0
994,communitymeet,0.0,2.0,0.0,0.0,0.0
995,como,0.0,1.0,0.0,0.0,0.0
996,companies,0.0,4.0,0.0,0.0,0.0
997,company,0.0,1.0,0.0,1.0,1.0
998,compare,0.0,4.0,1.0,1.0,1.0
999,comparten,0.0,1.0,0.0,0.0,0.0
1000,compassion,0.0,1.0,0.0,0.0,0.0
1001,compassionate,0.0,0.0,0.0,1.0,2.0
1002,compatibility,0.0,0.0,1.0,0.0,0.0
1003,competitive,0.0,1.0,0.0,0.0,0.0
1004,complaint,0.0,1.0,0.0,0.0,0.0
1005,complements,0.0,1.0,0.0,0.0,0.0
1006,complete,0.0,9.0,1.0,1.0,1.0
1007,completed,0.0,9.0,0.0,0.0,0.0
1008,completesearch,0.0,1.0,0.0,0.0,0.0
1009,completing,0.0,1.0,0.0,0.0,0.0
1010,complex,0.0,2.0,0.0,0.0,0.0
1011,compliance,0.0,0.0,1.0,1.0,1.0
1012,complications,0.0,1.0,0.0,0.0,0.0
1013,complimentary,0.0,1.0,0.0,0.0,0.0
1014,comply,0.0,4.0,0.0,0.0,0.0
1015,components,0.0,1.0,1.0,1.0,1.0
1016,composed,0.0,1.0,0.0,0.0,0.0
1017,comprehensive,0.0,5.0,0.0,0.0,1.0
1018,compression,0.0,1.0,0.0,0.0,0.0
1019,comprised,0.0,2.0,0.0,0.0,0.0
1020,computer,0.0,3.0,0.0,0.0,0.0
1021,comunidad,0.0,1.0,0.0,0.0,0.0
1022,comuníquese,0.0,1.0,0.0,0.0,0.0
1023,con,0.0,9.0,0.0,0.0,0.0
1024,concern,0.0,1.0,0.0,0.0,0.0
1025,concerning,0.0,31.0,0.0,0.0,0.0
1026,concord,0.0,35.0,0.0,0.0,0.0
1027,condition,0.0,4.0,0.0,0.0,0.0
1028,conditioning,0.0,1.0,0.0,0.0,0.0
1029,conditions,0.0,104.0,0.0,0.0,0.0
1030,conditionsconditions,0.0,1.0,0.0,0.0,0.0
1031,condolences,0.0,0.0,1.0,1.0,1.0
1032,condom,0.0,0.0,7.0,7.0,7.0
1033,condoms,0.0,0.0,1.0,1.0,1.0
1034,conduct,0.0,2.0,0.0,0.0,0.0
1035,conducting,0.0,2.0,0.0,0.0,0.0
1036,conducts,0.0,1.0,0.0,0.0,0.0
1037,condón,0.0,0.0,5.0,5.0,5.0
1038,confer,0.0,1.0,0.0,0.0,0.0
1039,conferencesfinanceoffice,0.0,0.0,1.0,1.0,1.0
1040,conferencesnyc,0.0,0.0,1.0,1.0,1.0
1041,confident,0.0,2.0,0.0,0.0,0.0
1042,confidential,0.0,2.0,3.0,3.0,3.0
1043,config,0.0,32.0,0.0,0.0,0.0
1044,configured,0.0,1.0,0.0,0.0,0.0
1045,conflict,0.0,1.0,0.0,0.0,0.0
1046,confront,0.0,0.0,2.0,2.0,2.0
1047,confuse,0.0,0.0,1.0,1.0,1.0
1048,confused,0.0,1.0,0.0,0.0,0.0
1049,congestive,0.0,1.0,0.0,0.0,0.0
1050,congress,0.0,1.0,0.0,0.0,0.0
1051,congressional,0.0,0.0,1.0,1.0,1.0
1052,connect,0.0,35.0,2.0,1.0,1.0
1053,connected,0.0,3.0,0.0,0.0,0.0
1054,connection,0.0,6.0,3.0,3.0,3.0
1055,conocer,0.0,2.0,0.0,0.0,0.0
1056,consecutive,0.0,15.0,0.0,0.0,0.0
1057,consensus,0.0,5.0,0.0,0.0,0.0
1058,consent,0.0,2.0,4.0,6.0,6.0
1059,consequential,0.0,2.0,0.0,0.0,0.0
1060,consider,0.0,3.0,0.0,1.0,1.0
1061,considerable,0.0,1.0,0.0,0.0,0.0
1062,consideration,0.0,0.0,2.0,2.0,2.0
1063,considered,0.0,91.0,0.0,0.0,0.0
1064,consistent,0.0,2.0,0.0,0.0,0.0
1065,consists,0.0,1.0,0.0,0.0,0.0
1066,consolidated,0.0,1.0,0.0,0.0,0.0
1067,const,0.0,31.0,10.0,12.0,12.0
1068,constitute,0.0,0.0,1.0,1.0,1.0
1069,constitutional,0.0,0.0,1.0,1.0,1.0
1070,construction,0.0,0.0,0.0,0.0,1.0
