,token,Total0,Total1,Total2,Total3,Total4
2125,labor,0.0,0.0,2.0,2.0,2.0
2126,lack,0.0,2.0,0.0,0.0,0.0
2127,lacking,0.0,0.0,1.0,1.0,1.0
2128,landing,0.0,1.0,1.0,1.0,1.0
2129,landmark,0.0,1.0,0.0,0.0,0.0
2130,language,0.0,6.0,7.0,7.0,7.0
2131,languagecookie,0.0,2.0,0.0,0.0,0.0
2132,languagedisplaystrings,0.0,1.0,0.0,0.0,0.0
2133,lapel,0.0,0.0,1.0,1.0,1.0
2134,large,0.0,1.0,0.0,0.0,0.0
2135,largest,0.0,2.0,3.0,3.0,3.0
2136,las,0.0,0.0,2.0,2.0,2.0
2137,last,0.0,28.0,18.0,18.0,18.0
2138,lastchar,0.0,2.0,0.0,0.0,0.0
2139,lasting,0.0,2.0,0.0,0.0,0.0
2140,lastnameerror,0.0,0.0,1.0,1.0,1.0
2141,lastnamefield,0.0,0.0,1.0,1.0,1.0
2142,late,0.0,0.0,2.0,2.0,2.0
2143,later,0.0,2.0,0.0,0.0,0.0
2144,latest,0.0,7.0,4.0,4.0,4.0
2145,latinos,0.0,0.0,1.0,1.0,1.0
2146,launch,0.0,1.0,0.0,0.0,0.0
2147,launched,0.0,2.0,0.0,0.0,0.0
2148,laura,0.0,1.0,0.0,0.0,0.0
2149,law,0.0,17.0,2.0,2.0,2.0
2150,lawapplyassociate,0.0,0.0,1.0,1.0,1.0
2151,lawfor,0.0,1.0,0.0,0.0,0.0
2152,lawful,0.0,2.0,0.0,0.0,0.0
2153,lawhybridapplyparalegal,0.0,0.0,1.0,1.0,1.0
2154,lawhybridapplysenior,0.0,0.0,1.0,1.0,1.0
2155,lawnyc,0.0,0.0,1.0,1.0,1.0
2156,lawrespond,0.0,1.0,0.0,0.0,0.0
2157,laws,0.0,11.0,3.0,3.0,3.0
2158,lawsuit,0.0,2.0,3.0,3.0,3.0
2159,lawsuits,0.0,2.0,0.0,0.0,0.0
2160,lawwe,0.0,1.0,0.0,0.0,0.0
2161,layer,0.0,1.0,0.0,0.0,0.0
2162,lead,0.0,9.0,1.0,1.0,1.0
2163,leaders,0.0,3.0,0.0,0.0,0.0
2164,leadership,0.0,82.0,2.0,2.0,2.0
2165,leading,0.0,4.0,3.0,3.0,3.0
2166,league,0.0,1.0,0.0,0.0,0.0
2167,leaked,0.0,1.0,0.0,0.0,0.0
2168,learn,0.0,24.0,27.0,27.0,27.0
2169,learners,0.0,1.0,0.0,0.0,0.0
2170,learning,0.0,7.0,1.0,1.0,1.0
2171,least,0.0,18.0,2.0,2.0,2.0
2172,leave,0.0,4.0,0.0,0.0,0.0
2173,leaving,0.0,0.0,11.0,11.0,11.0
2174,led,0.0,1.0,0.0,0.0,0.0
2175,left,0.0,0.0,9.0,9.0,9.0
2176,legacy,0.0,1.0,0.0,0.0,0.0
2177,legal,0.0,21.0,7.0,7.0,7.0
2178,legally,0.0,4.0,0.0,0.0,0.0
2179,legislation,0.0,2.0,0.0,0.0,0.0
2180,legislative,0.0,3.0,0.0,0.0,0.0
2181,legislators,0.0,1.0,0.0,0.0,0.0
2182,legislature's,0.0,1.0,0.0,0.0,0.0
2183,length,0.0,0.0,1.0,1.0,1.0
2184,less,0.0,7.0,1.0,1.0,1.0
2185,lessen,0.0,1.0,0.0,0.0,0.0
2186,lesson,0.0,9.0,0.0,0.0,0.0
2187,lessons,0.0,5.0,0.0,0.0,0.0
2188,let,0.0,8.0,38.0,38.0,38.0
2189,lets,0.0,2.0,0.0,0.0,0.0
2190,letter,0.0,2.0,0.0,0.0,0.0
2191,letters,0.0,1.0,1.0,1.0,1.0
2192,let’s,0.0,3.0,1.0,1.0,1.0
2193,level,0.0,5.0,0.0,0.0,0.0
2194,levonorgestrel,0.0,8.0,0.0,0.0,0.0
2195,lewiston,0.0,3.0,0.0,0.0,0.0
2196,lgbtq,0.0,5.0,1.0,1.0,1.0
2197,liability,0.0,12.0,0.0,0.0,0.0
2198,liable,0.0,2.0,0.0,0.0,0.0
2199,lianchor,0.0,1.0,0.0,0.0,0.0
2200,library,0.0,3.0,0.0,0.0,0.0
2201,license,0.0,5.0,0.0,0.0,0.0
2202,licenses,0.0,1.0,0.0,0.0,0.0
2203,licensing,0.0,1.0,0.0,0.0,0.0
2204,licensors,0.0,6.0,0.0,0.0,0.0
2205,lies,0.0,2.0,0.0,0.0,0.0
2206,life,0.0,3.0,2.0,2.0,2.0
2207,lifetimes,0.0,2.0,0.0,0.0,0.0
2208,life’s,0.0,1.0,0.0,0.0,0.0
2209,light,0.0,2.0,0.0,0.0,0.0
2210,like,0.0,29.0,6.0,6.0,6.0
2211,likely,0.0,3.0,0.0,0.0,0.0
2212,limit,0.0,4.0,0.0,0.0,0.0
2213,limitation,0.0,3.0,0.0,0.0,0.0
2214,limitations,0.0,2.0,0.0,0.0,0.0
2215,limited,0.0,16.0,5.0,5.0,5.0
2216,limits,0.0,1.0,0.0,0.0,0.0
2217,lincoln,0.0,1.0,0.0,0.0,0.0
2218,lindy,0.0,1.0,0.0,0.0,0.0
2219,line,0.0,1.0,2.0,2.0,2.0
2220,linear,0.0,0.0,5.0,5.0,5.0
2221,lines,0.0,5.0,0.0,0.0,0.0
2222,lineup,0.0,1.0,0.0,0.0,0.0
2223,lingála,0.0,1.0,0.0,0.0,0.0
2224,link,0.0,15.0,17.0,17.0,17.0
2225,linkanchorindex,0.0,2.0,0.0,0.0,0.0
2226,linked,0.0,5.0,0.0,0.0,0.0
2227,links,0.0,47.0,0.0,0.0,0.0
2228,linkwithoutanchor,0.0,2.0,0.0,0.0,0.0
2229,lisbon,0.0,1.0,0.0,0.0,0.0
2230,list,0.0,7.0,2.0,2.0,2.0
2231,listed,0.0,9.0,0.0,0.0,0.0
2232,listen,0.0,1.0,0.0,0.0,0.0
2233,listening,0.0,2.0,0.0,0.0,0.0
2234,lists,0.0,0.0,2.0,2.0,2.0
2235,literacy,0.0,1.0,0.0,0.0,0.0
2236,litigation,0.0,1.0,3.0,3.0,3.0
2237,little,0.0,2.0,0.0,0.0,0.0
2238,live,0.0,6.0,4.0,4.0,4.0
2239,lives,0.0,9.0,0.0,0.0,0.0
2240,living,0.0,3.0,1.0,1.0,1.0
2241,llcif,0.0,0.0,1.0,1.0,1.0
2242,load,0.0,1.0,5.0,5.0,5.0
2243,loaded,0.0,40.0,0.0,0.0,0.0
2244,loading,0.0,1.0,23.0,23.0,23.0
2245,loads,0.0,0.0,3.0,3.0,3.0
2246,lobby,0.0,1.0,0.0,0.0,0.0
2247,local,0.0,19.0,9.0,9.0,9.0
2248,locally,0.0,0.0,2.0,2.0,2.0
2249,located,0.0,1.0,1.0,1.0,1.0
2250,locating,0.0,2.0,2.0,1.0,1.0
2251,location,0.0,4.0,1.0,1.0,1.0
2252,locationanchorindex,0.0,2.0,0.0,0.0,0.0
2253,locations,0.0,4.0,4.0,4.0,4.0
2254,locator,0.0,3.0,0.0,0.0,0.0
2255,locked,0.0,4.0,0.0,0.0,0.0
2256,lodash,0.0,0.0,1.0,1.0,1.0
2257,log,0.0,8.0,0.0,3.0,3.0
2258,logged,0.0,3.0,0.0,0.0,0.0
2259,logging,0.0,2.0,0.0,0.0,0.0
2260,loghuman,0.0,39.0,0.0,0.0,0.0
2261,login,0.0,6.0,4.0,4.0,4.0
2262,logos,0.0,2.0,0.0,0.0,0.0
2263,long,0.0,1.0,6.0,6.0,6.0
2264,longer,0.0,4.0,1.0,1.0,1.0
2265,look,0.0,3.0,4.0,4.0,4.0
2266,looking,0.0,4.0,0.0,0.0,0.0
2267,looks,0.0,6.0,1.0,1.0,1.0
2268,loose,0.0,2.0,0.0,0.0,0.0
2269,lorde,0.0,1.0,0.0,0.0,0.0
2270,los,0.0,0.0,6.0,6.0,6.0
2271,loss,0.0,4.0,1.0,1.0,1.0
2272,losses,0.0,2.0,0.0,0.0,0.0
2273,lost,0.0,2.0,0.0,0.0,0.0
2274,lot,0.0,2.0,0.0,0.0,0.0
2275,louis,0.0,0.0,3.0,3.0,3.0
2276,love,0.0,7.0,0.0,0.0,0.0
2277,loved,0.0,1.0,0.0,0.0,0.0
2278,loving,0.0,1.0,1.0,1.0,1.0
2279,lower,0.0,1.0,1.0,1.0,1.0
2280,lowercase,0.0,8.0,0.0,0.0,0.0
2281,lowers,0.0,3.0,0.0,0.0,0.0
2282,lunch,0.0,1.0,0.0,0.0,0.0
2283,mab,0.0,1.0,0.0,0.0,0.0
2284,mabel,0.0,2.0,0.0,0.0,0.0
2285,machias,0.0,2.0,0.0,0.0,0.0
2286,made,0.0,8.0,2.0,2.0,2.0
2287,madison,0.0,1.0,0.0,0.0,0.0
2288,magic,0.0,39.0,0.0,0.0,0.0
2289,mail,0.0,5.0,17.0,17.0,17.0
2290,mailchecks,0.0,0.0,1.0,1.0,1.0
2291,mailed,0.0,2.0,3.0,3.0,3.0
2292,mailinfo,0.0,0.0,3.0,3.0,3.0
2293,mailing,0.0,3.0,0.0,0.0,0.0
2294,mailto,0.0,1.0,0.0,0.0,0.0
2295,mailtoggle,0.0,0.0,1.0,1.0,1.0
2296,main,0.0,4.0,53.0,53.0,65.0
2297,maine,0.0,378.0,3.0,3.0,3.0
2298,mainecare,0.0,5.0,3.0,3.0,3.0
2299,mainefamilyplanning,0.0,4.0,0.0,0.0,0.0
2300,mainer,0.0,1.0,0.0,0.0,0.0
2301,mainers,0.0,6.0,0.0,0.0,0.0
2302,maine’s,0.0,18.0,0.0,0.0,0.0
2303,maintain,0.0,8.0,0.0,0.0,0.0
2304,maintained,0.0,2.0,0.0,0.0,0.0
2305,maintaining,0.0,2.0,0.0,0.0,0.0
2306,maintains,0.0,4.0,0.0,0.0,0.0
2307,major,0.0,0.0,2.0,2.0,2.0
2308,majority,0.0,4.0,0.0,0.0,0.0
2309,make,0.0,50.0,17.0,18.0,17.0
2310,makes,0.0,3.0,1.0,1.0,1.0
2311,making,0.0,8.0,1.0,1.0,1.0
2312,male,0.0,3.0,0.0,0.0,0.0
2313,malicious,0.0,1.0,0.0,0.0,0.0
2314,mall,0.0,1.0,0.0,0.0,0.0
2315,man,0.0,2.0,0.0,0.0,0.0
2316,manage,0.0,9.0,1.0,1.0,1.0
2317,management,0.0,2.0,0.0,0.0,0.0
2318,managementnyc,0.0,0.0,1.0,1.0,1.0
2319,manager,0.0,1.0,0.0,0.0,0.0
2320,mandated,0.0,1.0,0.0,0.0,0.0
2321,manner,0.0,2.0,0.0,0.0,0.0
2322,many,0.0,14.0,6.0,7.0,6.0
2323,map,0.0,1.0,1.0,1.0,1.0
2324,mapped,0.0,0.0,2.0,2.0,2.0
2325,mappedfalse,0.0,0.0,2.0,2.0,2.0
2326,mappedga,0.0,0.0,1.0,1.0,1.0
2327,mappedms,0.0,0.0,1.0,1.0,1.0
2328,mappedq,0.0,0.0,2.0,2.0,2.0
2329,mappedtext,0.0,0.0,4.0,4.0,4.0
2330,mappedtrue,0.0,0.0,2.0,2.0,2.0
2331,maps,0.0,1.0,2.0,2.0,2.0
2332,mar,0.0,0.0,3.0,3.0,3.0
2333,march,0.0,31.0,0.0,0.0,0.0
2334,mareisa,0.0,1.0,0.0,0.0,0.0
2335,margin,0.0,1.0,0.0,0.0,0.0
2336,mariana,0.0,2.0,2.0,0.0,0.0
2337,mark,0.0,1.0,0.0,0.0,0.0
2338,marker,0.0,3.0,0.0,0.0,0.0
2339,market,0.0,1.0,1.0,1.0,1.0
2340,marketing,0.0,0.0,1.0,1.0,1.0
2341,marketingnew,0.0,0.0,1.0,1.0,1.0
2342,marketplace,0.0,0.0,2.0,2.0,2.0
2343,marketsource,0.0,0.0,5.0,5.0,5.0
2344,marks,0.0,1.0,0.0,0.0,0.0
2345,marston,0.0,1.0,0.0,0.0,0.0
2346,martin,0.0,2.0,0.0,0.0,0.0
2347,masculinizing,0.0,1.0,0.0,0.0,0.0
2348,mass,0.0,2.0,0.0,0.0,0.0
2349,massachusetts,0.0,2.0,0.0,0.0,0.0
2350,master,0.0,1.0,0.0,0.0,0.0
2351,masturbation,0.0,0.0,2.0,2.0,2.0
2352,match,0.0,3.0,5.0,5.0,5.0
2353,matches,0.0,1.0,0.0,0.0,0.0
2354,matching,0.0,41.0,0.0,0.0,0.0
2355,material,0.0,4.0,0.0,0.0,0.0
2356,materials,0.0,87.0,1.0,1.0,1.0
2357,materialsmaine,0.0,2.0,0.0,0.0,0.0
2358,materialstraining,0.0,39.0,0.0,0.0,0.0
2359,matter,0.0,0.0,6.0,6.0,6.0
2360,matters,0.0,1.0,0.0,0.0,0.0
2361,mau,0.0,0.0,1.0,1.0,1.0
2362,maximum,0.0,1.0,1.0,1.0,1.0
2363,may,0.0,107.0,21.0,21.0,21.0
2364,mean,0.0,3.0,1.0,1.0,1.0
2365,meaning,0.0,1.0,0.0,0.0,0.0
2366,meaningful,0.0,1.0,2.0,2.0,2.0
2367,means,0.0,11.0,4.0,4.0,4.0
2368,measures,0.0,2.0,1.0,1.0,1.0
2369,med,0.0,1.0,0.0,0.0,0.0
2370,media,0.0,128.0,2.0,2.0,2.0
2371,mediation,0.0,6.0,0.0,0.0,0.0
2372,mediator,0.0,1.0,0.0,0.0,0.0
2373,medicaid,0.0,7.0,5.0,5.0,5.0
2374,medical,0.0,44.0,6.0,6.0,6.0
2375,medically,0.0,4.0,0.0,0.0,0.0
2376,medicare,0.0,1.0,0.0,0.0,0.0
2377,medication,0.0,33.0,4.0,4.0,4.0
2378,medications,0.0,3.0,0.0,0.0,0.0
2379,medicationsreporting,0.0,1.0,0.0,0.0,0.0
2380,medicine,0.0,5.0,0.0,0.0,0.0
2381,medium,0.0,1.0,3.0,3.0,3.0
2382,meet,0.0,16.0,0.0,0.0,0.0
2383,meets,0.0,2.0,0.0,0.0,0.0
2384,member,0.0,7.0,2.0,2.0,2.0
2385,members,0.0,2.0,0.0,0.0,0.0
2386,members',0.0,1.0,0.0,0.0,0.0
2387,membership,0.0,0.0,11.0,11.0,11.0
2388,memberships,0.0,1.0,0.0,0.0,0.0
2389,memorandum,0.0,1.0,0.0,0.0,0.0
2390,memorial,0.0,4.0,1.0,1.0,1.0
2391,men,0.0,1.0,0.0,0.0,0.0
2392,men's,0.0,0.0,14.0,14.0,14.0
2393,menopause,0.0,1.0,0.0,0.0,0.0
2394,menstrual,0.0,2.0,0.0,0.0,0.0
2395,menstruation,0.0,1.0,0.0,0.0,0.0
2396,mental,0.0,1.0,12.0,12.0,12.0
2397,mention,0.0,1.0,1.0,1.0,1.0
2398,mentions,0.0,0.0,1.0,1.0,1.0
2399,menu,0.0,39.0,1.0,1.0,1.0
2400,merch,0.0,1.0,0.0,0.0,0.0
2401,merchantability,0.0,1.0,0.0,0.0,0.0
2402,merge,0.0,0.0,3.0,3.0,3.0
2403,merges,0.0,0.0,2.0,2.0,2.0
2404,message,0.0,13.0,8.0,8.0,8.0
2405,messages,0.0,13.0,19.0,19.0,19.0
2406,messaging,0.0,1.0,0.0,0.0,0.0
2407,met,0.0,1.0,0.0,0.0,0.0
2408,meta,0.0,0.0,0.0,1.0,1.0
2409,method,0.0,13.0,11.0,11.0,11.0
2410,methods,0.0,8.0,2.0,2.0,2.0
2411,metropolitan,0.0,0.0,4.0,4.0,4.0
2412,mfp,0.0,28.0,0.0,0.0,0.0
2413,mfp's,0.0,2.0,0.0,0.0,0.0
2414,mfp’s,0.0,2.0,0.0,0.0,0.0
2415,michigan,0.0,1.0,0.0,0.0,0.0
2416,microphone,0.0,0.0,2.0,2.0,2.0
2417,microsoft,0.0,0.0,2.0,2.0,2.0
2418,midcoast,0.0,1.0,0.0,0.0,0.0
2419,middle,0.0,13.0,1.0,1.0,1.0
2420,mifepristone,0.0,1.0,0.0,0.0,0.0
2421,might,0.0,4.0,3.0,3.0,3.0
2422,migrants,0.0,1.0,0.0,0.0,0.0
2423,mil,0.0,1.0,0.0,0.0,0.0
2424,mild,0.0,2.0,0.0,0.0,0.0
2425,miles,0.0,1.0,0.0,0.0,0.0
2426,military,0.0,2.0,0.0,0.0,0.0
2427,mill,0.0,1.0,12.0,0.0,0.0
2428,million,0.0,0.0,5.0,5.0,5.0
2429,millions,0.0,0.0,4.0,5.0,4.0
2430,min,0.0,0.0,2.0,2.0,2.0
2431,mind,0.0,3.0,0.0,0.0,0.0
2432,minimal,0.0,1.0,0.0,0.0,0.0
2433,minimally,0.0,2.0,0.0,0.0,0.0
2434,minimum,0.0,2.0,0.0,0.0,0.0
2435,miniplayer,0.0,0.0,1.0,1.0,1.0
2436,minor,0.0,1.0,0.0,0.0,0.0
2437,minors,0.0,1.0,0.0,0.0,0.0
2438,minors’,0.0,2.0,0.0,0.0,0.0
2439,minus,0.0,0.0,1.0,1.0,1.0
2440,minute,0.0,0.0,1.0,1.0,1.0
2441,minutes,0.0,4.0,1.0,1.0,1.0
2442,mirena,0.0,0.0,1.0,1.0,1.0
2443,miscarriage,0.0,0.0,1.0,1.0,1.0
2444,miscellaneous,0.0,1.0,0.0,0.0,0.0
2445,misinformation,0.0,1.0,0.0,0.0,0.0
2446,mislead,0.0,1.0,0.0,0.0,0.0
2447,misleading,0.0,0.0,1.0,1.0,1.0
2448,misoprostol,0.0,2.0,0.0,0.0,0.0
2449,missed,0.0,0.0,1.0,1.0,1.0
2450,missing,0.0,2.0,2.0,1.0,1.0
2451,mission,0.0,4.0,2.0,2.0,2.0
2452,mississippi,0.0,0.0,3.0,3.0,3.0
2453,missouri,0.0,0.0,3.0,3.0,3.0
2454,misuse,0.0,1.0,0.0,0.0,0.0
2455,mmm,0.0,6.0,6.0,0.0,0.0
2456,mmmm,0.0,2.0,2.0,0.0,0.0
2457,mnm,0.0,1.0,0.0,0.0,0.0
2458,mobile,0.0,3.0,3.0,3.0,3.0
2459,modal,0.0,0.0,9.0,9.0,9.0
2460,modern,0.0,3.0,0.0,0.0,0.0
2461,modification,0.0,1.0,0.0,0.0,0.0
2462,modify,0.0,4.0,0.0,0.0,0.0
2463,moments,0.0,1.0,0.0,0.0,0.0
2464,moms,0.0,1.0,0.0,0.0,0.0
2465,mon,0.0,1.0,1.0,1.0,1.0
2466,monday,0.0,1.0,2.0,2.0,2.0
2467,money,0.0,2.0,1.0,1.0,1.0
2468,monitor,0.0,3.0,1.0,1.0,1.0
2469,monitoring,0.0,1.0,0.0,0.0,0.0
2470,monte,0.0,0.0,3.0,3.0,3.0
2471,month,0.0,4.0,4.0,4.0,4.0
2472,monthly,0.0,0.0,5.0,5.0,5.0
2473,months,0.0,0.0,10.0,10.0,10.0
2474,more,0.0,153.0,54.0,55.0,54.0
2475,morning,0.0,0.0,5.0,5.0,5.0
2476,most,0.0,25.0,13.0,13.0,13.0
2477,mother,0.0,2.0,0.0,0.0,0.0
2478,mount,0.0,1.0,0.0,0.0,0.0
2479,mountains,0.0,0.0,5.0,5.0,5.0
2480,mousedown,0.0,39.0,1.0,1.0,1.0
2481,mousemove,0.0,39.0,0.0,0.0,0.0
2482,mouseout,0.0,39.0,0.0,0.0,0.0
2483,mouseover,0.0,39.0,0.0,0.0,0.0
2484,mouseup,0.0,39.0,0.0,0.0,0.0
2485,mousewheel,0.0,39.0,0.0,0.0,0.0
2486,move,0.0,0.0,1.0,1.0,1.0
2487,moved,0.0,1.0,0.0,0.0,0.0
2488,movement,0.0,1.0,0.0,0.0,0.0
2489,moves,0.0,2.0,0.0,0.0,0.0
2490,movie,0.0,1.0,0.0,0.0,0.0
2491,moving,0.0,0.0,1.0,1.0,1.0
2492,mpox,0.0,3.0,0.0,0.0,0.0
2493,much,0.0,4.0,2.0,3.0,2.0
2494,multiple,0.0,1.0,0.0,0.0,0.0
2495,multistep,0.0,0.0,1.0,1.0,1.0
2496,music,0.0,1.0,0.0,0.0,0.0
2497,muskie,0.0,1.0,0.0,0.0,0.0
2498,must,0.0,29.0,4.0,6.0,6.0
2499,mutual,0.0,1.0,0.0,0.0,0.0
2500,mvp,0.0,0.0,1.0,1.0,1.0
2501,mychart,0.0,0.0,9.0,9.0,9.0
2502,mypostrender,0.0,0.0,12.0,12.0,12.0
2503,mypresegue,0.0,0.0,1.0,1.0,1.0
2504,myrna,0.0,1.0,0.0,0.0,0.0
2505,myths,0.0,1.0,0.0,0.0,0.0
2506,más,0.0,0.0,1.0,1.0,1.0
2507,método,0.0,0.0,2.0,2.0,2.0
2508,métodos,0.0,0.0,4.0,4.0,4.0
2509,nairobinew,0.0,0.0,1.0,1.0,1.0
2510,nairobioffice,0.0,0.0,1.0,1.0,1.0
2511,name,0.0,23.0,12.0,12.0,12.0
2512,nameeq,0.0,2.0,0.0,0.0,0.0
2513,names,0.0,1.0,0.0,0.0,0.0
2514,narrated,0.0,0.0,1.0,1.0,1.0
2515,narrative,0.0,1.0,0.0,0.0,0.0
2516,nation,0.0,1.0,0.0,0.0,0.0
2517,national,0.0,23.0,0.0,0.0,0.0
2518,nationally,0.0,0.0,1.0,1.0,1.0
2519,nationwide,0.0,2.0,0.0,0.0,0.0
2520,nation’s,0.0,2.0,6.0,6.0,6.0
2521,native,0.0,0.0,2.0,2.0,2.0
2522,nature,0.0,1.0,0.0,0.0,0.0
2523,nav,0.0,1.0,1.0,1.0,1.0
2524,navclick,0.0,3.0,0.0,0.0,0.0
2525,navigate,0.0,3.0,1.0,1.0,1.0
2526,navigating,0.0,1.0,0.0,0.0,0.0
2527,navigation,0.0,2.0,34.0,34.0,34.0
2528,navigator,0.0,1.0,0.0,0.0,0.0
2529,near,0.0,0.0,1.0,1.0,1.0
2530,nearby,0.0,1.0,0.0,0.0,0.0
2531,nearly,0.0,3.0,0.0,0.0,0.0
2532,necesidades,0.0,0.0,1.0,1.0,1.0
2533,necesitamos,0.0,0.0,1.0,1.0,1.0
2534,necessary,0.0,2.0,2.0,2.0,2.0
2535,need,0.0,58.0,15.0,15.0,15.0
2536,needed,0.0,3.0,0.0,0.0,0.0
2537,needle,0.0,2.0,0.0,0.0,0.0
2538,needs,0.0,18.0,2.0,2.0,2.0
2539,needsour,0.0,1.0,0.0,0.0,0.0
2540,negative,0.0,3.0,0.0,0.0,0.0
2541,negligence,0.0,1.0,0.0,0.0,0.0
2542,negotiation,0.0,1.0,0.0,0.0,0.0
2543,neither,0.0,3.0,3.0,3.0,3.0
2544,neithercheck,0.0,0.0,1.0,1.0,1.0
2545,net,0.0,1.0,0.0,0.0,0.0
2546,network,0.0,11.0,0.0,0.0,0.0
2547,neutrality,0.0,1.0,0.0,0.0,0.0
2548,neutrals,0.0,1.0,0.0,0.0,0.0
2549,never,0.0,1.0,3.0,3.0,3.0
2550,new,0.0,126.0,121.0,119.0,119.0
2551,newh,0.0,78.0,0.0,0.0,0.0
2552,newhref,0.0,1.0,0.0,0.0,0.0
2553,newredirect,0.0,0.0,2.0,2.0,2.0
2554,news,0.0,7.0,6.0,6.0,6.0
2555,newsletter,0.0,0.0,1.0,1.0,1.0
2556,newsroom,0.0,0.0,2.0,2.0,2.0
2557,newurl,0.0,6.0,0.0,0.0,0.0
2558,next,0.0,7.0,6.0,6.0,6.0
2559,nh's,0.0,0.0,1.0,1.0,1.0
2560,nine,0.0,4.0,0.0,0.0,0.0
2561,nonbinary,0.0,0.0,1.0,1.0,1.0
2562,noncommercial,0.0,1.0,0.0,0.0,0.0
2563,none,0.0,120.0,9.0,9.0,9.0
2564,nonpartisan,0.0,1.0,0.0,0.0,0.0
2565,nonprofit,0.0,1.0,2.0,2.0,2.0
2566,nor,0.0,5.0,0.0,0.0,0.0
2567,noreferrer,0.0,0.0,1.0,1.0,1.0
2568,normal,0.0,9.0,10.0,10.0,10.0
2569,normalizing,0.0,2.0,0.0,0.0,0.0
2570,north,0.0,0.0,12.0,12.0,12.0
2571,northern,0.0,0.0,51.0,51.0,51.0
2572,norway,0.0,1.0,0.0,0.0,0.0
2573,nosotros,0.0,0.0,1.0,1.0,1.0
2574,not,0.0,151.0,26.0,27.0,26.0
2575,notable,0.0,1.0,0.0,0.0,0.0
2576,note,0.0,2.0,6.0,6.0,6.0
2577,notesin,0.0,1.0,0.0,0.0,0.0
2578,notice,0.0,13.0,0.0,0.0,0.0
2579,noticechoose,0.0,1.0,0.0,0.0,0.0
2580,noticed,0.0,1.0,0.0,0.0,0.0
2581,notices,0.0,1.0,0.0,0.0,0.0
2582,noticewe,0.0,1.0,0.0,0.0,0.0
2583,noticeyou,0.0,1.0,0.0,0.0,0.0
2584,notification,0.0,0.0,2.0,2.0,2.0
2585,notifications,0.0,1.0,2.0,2.0,2.0
2586,notified,0.0,2.0,0.0,0.0,0.0
2587,notify,0.0,4.0,1.0,1.0,1.0
2588,notwithstanding,0.0,1.0,0.0,0.0,0.0
2589,november,0.0,18.0,0.0,0.0,1.0
2590,now,0.0,50.0,15.0,15.0,15.0
2591,null,0.0,7.0,3.0,3.0,3.0
2592,num,0.0,0.0,2.0,2.0,2.0
2593,number,0.0,8.0,6.0,6.0,6.0
2594,numbers,0.0,3.0,0.0,0.0,0.0
2595,numbing,0.0,1.0,0.0,0.0,0.0
2596,numpad,0.0,0.0,2.0,2.0,2.0
2597,nurse,0.0,9.0,0.0,0.0,0.0
2598,nurses,0.0,2.0,0.0,0.0,0.0
2599,nursing,0.0,3.0,0.0,0.0,0.0
2600,nutrition,0.0,3.0,0.0,0.0,0.0
2601,nuture,0.0,1.0,0.0,0.0,0.0
2602,nuvaring,0.0,0.0,1.0,1.0,1.0
2603,nuzzle,0.0,0.0,1.0,1.0,1.0
2604,nynyc,0.0,0.0,1.0,1.0,1.0
2605,nyoffice,0.0,0.0,4.0,4.0,4.0
2606,nyt,0.0,0.0,2.0,2.0,2.0
2607,object,0.0,1.0,1.0,1.0,1.0
2608,objectives,0.0,3.0,0.0,0.0,0.0
2609,obligation,0.0,1.0,0.0,0.0,0.0
2610,obligations,0.0,1.0,0.0,0.0,0.0
2611,observación,0.0,0.0,2.0,2.0,2.0
2612,observer,0.0,0.0,1.0,1.0,1.0
2613,obtain,0.0,3.0,2.0,2.0,2.0
2614,obtained,0.0,1.0,0.0,0.0,0.0
2615,occasionally,0.0,0.0,1.0,1.0,1.0
2616,occasions,0.0,1.0,0.0,0.0,0.0
2617,occurs,0.0,1.0,0.0,0.0,0.0
2618,ocean,0.0,2.0,2.0,0.0,0.0
2619,october,0.0,13.0,0.0,0.0,0.0
2620,off,0.0,9.0,16.0,16.0,16.0
2621,offenders,0.0,0.0,1.0,1.0,1.0
2622,offer,0.0,17.0,2.0,4.0,2.0
2623,offered,0.0,8.0,4.0,4.0,4.0
2624,offering,0.0,4.0,1.0,1.0,1.0
2625,offers,0.0,17.0,2.0,2.0,2.0
2626,office,0.0,19.0,11.0,11.0,11.0
2627,officeapplyaffiliate,0.0,0.0,1.0,1.0,1.0
2628,officeapplymanaging,0.0,0.0,1.0,1.0,1.0
2629,officeapplymarketing,0.0,0.0,1.0,1.0,1.0
2630,officedirect,0.0,0.0,1.0,1.0,1.0
2631,officehybriddirect,0.0,0.0,1.0,1.0,1.0
2632,officeoffice,0.0,0.0,1.0,1.0,1.0
2633,officer,0.0,0.0,11.0,11.0,11.0
2634,officeremoteoffice,0.0,0.0,1.0,1.0,1.0
2635,offices,0.0,3.0,2.0,2.0,2.0
2636,officially,0.0,1.0,0.0,0.0,0.0
2637,officials,0.0,0.0,3.0,3.0,3.0
2638,officialwith,0.0,1.0,0.0,0.0,0.0
2639,often,0.0,1.0,0.0,0.0,0.0
2640,ohio,0.0,0.0,3.0,3.0,3.0
2641,old,0.0,2.0,9.0,9.0,9.0
2642,older,0.0,1.0,0.0,0.0,0.0
2643,omissions,0.0,1.0,0.0,0.0,0.0
2644,once,0.0,2.0,1.0,1.0,1.0
2645,one,0.0,39.0,22.0,22.0,22.0
2646,oneday,0.0,1.0,0.0,0.0,0.0
