,token,Total0,Total1,Total2,Total3
2497,video,55.0,0.0,38.0,38.0
2498,videos,6.0,0.0,6.0,6.0
2499,view,9.0,0.0,5.0,5.0
2500,viewing,1.0,0.0,0.0,0.0
2501,vincent,3.0,0.0,2.0,2.0
2502,virgin,5.0,0.0,4.0,4.0
2503,virtual,6.0,0.0,2.0,2.0
2504,visible,1.0,0.0,1.0,1.0
2505,visit,27.0,0.0,13.0,12.0
2506,visiting,2.0,0.0,0.0,0.0
2507,visits,10.0,0.0,0.0,0.0
2508,visual,1.0,0.0,1.0,1.0
2509,vital,10.0,0.0,5.0,5.0
2510,void,9.0,0.0,5.0,5.0
2511,volunteer,9.0,0.0,9.0,9.0
2512,volunteering,11.0,0.0,6.0,6.0
2513,volunteers,2.0,0.0,2.0,2.0
2514,voting,2.0,0.0,2.0,2.0
2515,vulva,2.0,0.0,2.0,2.0
2516,wade,1.0,0.0,1.0,1.0
2517,wait,1.0,0.0,1.0,1.0
2518,walk,3.0,0.0,2.0,2.0
2519,want,14.0,0.0,11.0,11.0
2520,warranty,1.0,0.0,1.0,1.0
2521,washington,13.0,0.0,3.0,3.0
2522,watch,1.0,0.0,1.0,1.0
2523,watching,1.0,0.0,1.0,1.0
2524,way,2.0,0.0,0.0,0.0
2525,ways,13.0,0.0,8.0,8.0
2526,we'll,2.0,0.0,2.0,2.0
2527,we're,4.0,0.0,1.0,1.0
2528,we've,1.0,0.0,0.0,0.0
2529,wear,1.0,0.0,1.0,1.0
2530,web,2.0,0.0,0.0,0.0
2531,webpropertyid,1.0,0.0,0.0,0.0
2532,website,12.0,0.0,7.0,7.0
2533,website's,2.0,0.0,2.0,2.0
2534,websites,3.0,0.0,0.0,0.0
2535,wed,1.0,0.0,1.0,1.0
2536,wednesday,1.0,0.0,1.0,0.0
2537,weekday,1.0,0.0,1.0,1.0
2538,weekend,1.0,0.0,0.0,0.0
2539,weight,1.0,0.0,0.0,0.0
2540,welcome,1.0,0.0,1.0,1.0
2541,well,2.0,0.0,1.0,1.0
2542,wellcare,1.0,0.0,0.0,0.0
2543,wellness,9.0,0.0,9.0,9.0
2544,went,1.0,0.0,1.0,1.0
2545,west,0.0,0.0,0.0,1.0
2546,western,3.0,0.0,2.0,2.0
2547,wet,1.0,0.0,1.0,1.0
2548,we’ll,3.0,0.0,4.0,3.0
2549,we’re,4.0,0.0,3.0,3.0
2550,we’ve,3.0,0.0,2.0,2.0
2551,what,18.0,0.0,14.0,14.0
2552,what's,1.0,0.0,0.0,0.0
2553,whatever,1.0,0.0,1.0,1.0
2554,whatisapc,6.0,0.0,0.0,0.0
2555,when,33.0,0.0,25.0,25.0
2556,whenever,1.0,0.0,1.0,1.0
2557,where,2.0,0.0,2.0,2.0
2558,wherever,1.0,0.0,0.0,0.0
2559,whether,1.0,0.0,0.0,0.0
2560,which,8.0,0.0,2.0,2.0
2561,while,6.0,0.0,6.0,6.0
2562,white,36.0,0.0,0.0,0.0
2563,who,15.0,0.0,7.0,7.0
2564,why,3.0,0.0,3.0,3.0
2565,wide,1.0,0.0,0.0,0.0
2566,width,29.0,0.0,5.0,5.0
2567,willamette,2.0,0.0,2.0,2.0
2568,williamette,1.0,0.0,1.0,1.0
2569,willing,3.0,0.0,3.0,3.0
2570,win,1.0,0.0,1.0,1.0
2571,window,3.0,0.0,3.0,3.0
2572,windowcmp,1.0,0.0,0.0,0.0
2573,windowheight,3.0,0.0,0.0,0.0
2574,wish,3.0,0.0,2.0,2.0
2575,withdraw,6.0,0.0,0.0,0.0
2576,withdrawal,5.0,0.0,2.0,2.0
2577,within,4.0,0.0,1.0,1.0
2578,without,7.0,0.0,6.0,6.0
2579,women,2.0,0.0,1.0,1.0
2580,women's,12.0,0.0,8.0,8.0
2581,won't,3.0,0.0,3.0,3.0
2582,won’t,1.0,0.0,0.0,0.0
2583,word,1.0,0.0,1.0,1.0
2584,wordexp,1.0,0.0,1.0,1.0
2585,words,2.0,0.0,2.0,2.0
2586,work,9.0,0.0,8.0,8.0
2587,working,2.0,0.0,1.0,1.0
2588,works,4.0,0.0,3.0,3.0
2589,workstest,1.0,0.0,1.0,1.0
2590,world,1.0,0.0,1.0,1.0
2591,worried,1.0,0.0,1.0,1.0
2592,would,5.0,0.0,3.0,3.0
2593,wrap,1.0,0.0,1.0,1.0
2594,write,1.0,0.0,1.0,1.0
2595,writing,4.0,0.0,1.0,1.0
2596,writing”,1.0,0.0,0.0,0.0
2597,written,1.0,0.0,0.0,0.0
2598,xsmalltwelvecolumn,18.0,0.0,0.0,0.0
2599,yard,1.0,0.0,1.0,1.0
2600,year,18.0,0.0,18.0,18.0
2601,year's,1.0,0.0,1.0,1.0
2602,years,61.0,0.0,61.0,61.0
2603,york,2.0,0.0,2.0,2.0
2604,you,247.0,0.0,135.0,129.0
2605,you'll,7.0,0.0,0.0,0.0
2606,you're,6.0,0.0,3.0,0.0
2607,you've,1.0,0.0,0.0,0.0
2608,younextclear,1.0,0.0,1.0,1.0
2609,young,1.0,0.0,1.0,1.0
2610,your,340.0,0.0,177.0,172.0
2611,yourself,2.0,0.0,1.0,1.0
2612,youth,6.0,0.0,1.0,1.0
2613,youtube,2.0,0.0,2.0,2.0
2614,you’d,1.0,0.0,1.0,1.0
2615,you’ll,2.0,0.0,0.0,0.0
2616,you’re,1.0,0.0,1.0,1.0
2617,you’ve,2.0,0.0,0.0,0.0
2618,ypos,3.0,0.0,0.0,0.0
2619,ytinitialdata,1.0,0.0,1.0,1.0
2620,zealand,1.0,0.0,0.0,0.0
2621,zip,17.0,0.0,12.0,12.0
2622,‘good,4.0,0.0,1.0,1.0
2623,“as,1.0,0.0,1.0,1.0
2624,“communications”,1.0,0.0,0.0,0.0
2625,“current,1.0,0.0,0.0,0.0
2626,“how,1.0,0.0,0.0,0.0
2627,“in,2.0,0.0,0.0,0.0
2628,“review,1.0,0.0,0.0,0.0
2629,”payment,1.0,0.0,0.0,0.0
