,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
410,appointmentrequired,5.0,0.0,0.0,0.0,0.0,0.0,0.0
411,appointments,1.0,16.0,2.0,0.0,3.0,10.0,2.0
412,appointmentâ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
413,appreciated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
414,approach,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415,appropriate,6.0,5.0,0.0,0.0,0.0,6.0,0.0
416,appropriateness,0.0,1.0,0.0,0.0,0.0,0.0,0.0
417,appropriation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418,approval,0.0,1.0,0.0,0.0,0.0,0.0,0.0
419,approved,2.0,3.0,0.0,0.0,0.0,0.0,0.0
420,approves,1.0,1.0,0.0,0.0,0.0,0.0,0.0
421,approximately,0.0,3.0,0.0,0.0,0.0,0.0,0.0
422,apps,0.0,3.0,0.0,0.0,4.0,0.0,0.0
423,appt,13.0,0.0,0.0,0.0,0.0,0.0,0.0
424,april,18.0,3.0,0.0,0.0,2.0,1.0,0.0
425,arab,0.0,0.0,0.0,0.0,3.0,0.0,0.0
426,arabia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
427,arc,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,archive,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,archived,0.0,1.0,1.0,0.0,0.0,3.0,1.0
430,arctic,0.0,0.0,0.0,0.0,1.0,0.0,0.0
431,area,0.0,4.0,0.0,0.0,1.0,2.0,0.0
432,areas,3.0,1.0,0.0,0.0,1.0,2.0,0.0
433,area’s,0.0,0.0,0.0,0.0,0.0,1.0,0.0
434,aren’t,1.0,2.0,0.0,0.0,0.0,0.0,0.0
435,arethere’s,0.0,0.0,0.0,0.0,0.0,1.0,0.0
436,args,0.0,2.0,0.0,0.0,0.0,0.0,0.0
437,arguments,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,aria,0.0,0.0,0.0,0.0,11.0,0.0,0.0
439,arise,0.0,0.0,0.0,0.0,0.0,1.0,0.0
440,arising,0.0,2.0,0.0,0.0,0.0,1.0,0.0
441,arizona,0.0,1.0,0.0,0.0,1.0,0.0,0.0
442,arkansans,0.0,1.0,0.0,0.0,0.0,0.0,0.0
443,arkansas,1.0,5.0,0.0,0.0,0.0,0.0,0.0
444,arm,0.0,10.0,3.0,0.0,0.0,0.0,3.0
445,armed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
446,arose,0.0,1.0,0.0,0.0,0.0,0.0,0.0
447,around,2.0,19.0,0.0,0.0,1.0,0.0,0.0
448,aroundvideorobot,0.0,0.0,0.0,0.0,1.0,0.0,0.0
449,arrange,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,arrangements,2.0,1.0,0.0,0.0,0.0,0.0,0.0
451,arranges,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,array,0.0,10.0,5.0,0.0,0.0,0.0,5.0
453,arrival,2.0,0.0,0.0,0.0,0.0,0.0,0.0
454,arrivals,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455,arrive,2.0,3.0,0.0,0.0,0.0,0.0,0.0
456,arrived,0.0,1.0,0.0,0.0,0.0,0.0,0.0
457,arriving,2.0,0.0,0.0,0.0,2.0,0.0,0.0
458,arrow,0.0,4.0,6.0,0.0,0.0,1.0,6.0
459,arrows,0.0,0.0,0.0,0.0,2.0,0.0,0.0
460,arsenal,0.0,0.0,0.0,0.0,0.0,1.0,0.0
461,art,0.0,0.0,1.0,0.0,0.0,0.0,1.0
462,article,0.0,0.0,0.0,0.0,1.0,3.0,0.0
463,articles,0.0,1.0,0.0,0.0,0.0,1.0,0.0
464,artificial,0.0,0.0,0.0,0.0,0.0,1.0,0.0
465,arts,0.0,0.0,0.0,0.0,1.0,2.0,0.0
466,ask,0.0,44.0,5.0,0.0,0.0,21.0,5.0
467,asked,0.0,16.0,5.0,0.0,2.0,3.0,5.0
468,asking,0.0,1.0,0.0,0.0,0.0,1.0,0.0
469,asks,1.0,0.0,0.0,0.0,0.0,1.0,0.0
470,aspects,0.0,0.0,0.0,0.0,0.0,2.0,0.0
471,assault,0.0,4.0,6.0,0.0,0.0,0.0,6.0
472,asset,0.0,1.0,0.0,0.0,0.0,0.0,0.0
473,assign,1.0,328.0,1.0,0.0,0.0,1.0,1.0
474,assist,1.0,0.0,0.0,0.0,0.0,0.0,0.0
475,assistance,3.0,6.0,0.0,0.0,0.0,1.0,0.0
476,assistant,0.0,2.0,0.0,0.0,0.0,1.0,0.0
477,assisting,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478,assistive,0.0,0.0,0.0,0.0,1.0,0.0,0.0
479,assists,1.0,0.0,0.0,0.0,0.0,0.0,0.0
480,assoc,0.0,5.0,2.0,0.0,0.0,0.0,2.0
481,associate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
482,associated,2.0,1.0,0.0,0.0,0.0,4.0,0.0
483,associates,0.0,0.0,0.0,0.0,0.0,2.0,0.0
484,association,0.0,6.0,0.0,0.0,0.0,0.0,0.0
485,assume,0.0,1.0,0.0,0.0,0.0,1.0,0.0
486,assumes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,assure,0.0,0.0,0.0,0.0,0.0,1.0,0.0
488,athenahealth,0.0,0.0,0.0,0.0,0.0,11.0,0.0
489,athenahealth's,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,athenahealth”,0.0,0.0,0.0,0.0,0.0,2.0,0.0
491,athenanet,0.0,0.0,0.0,0.0,0.0,2.0,0.0
492,atlantic,0.0,10.0,5.0,0.0,0.0,0.0,5.0
493,atmosphere,0.0,0.0,0.0,0.0,0.0,1.0,0.0
494,attack,2.0,2.0,2.0,0.0,0.0,0.0,2.0
495,attacks,3.0,1.0,9.0,0.0,1.0,0.0,9.0
496,attempt,2.0,2.0,1.0,0.0,0.0,1.0,1.0
497,attempting,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498,attention,0.0,3.0,0.0,0.0,0.0,3.0,0.0
499,attorney,1.0,3.0,0.0,0.0,0.0,1.0,0.0
500,attorneynyc,0.0,0.0,1.0,0.0,0.0,0.0,1.0
501,attr,0.0,2.0,0.0,0.0,0.0,0.0,0.0
502,attractions,0.0,0.0,0.0,0.0,1.0,0.0,0.0
503,attribute,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504,attributefilter,0.0,2.0,1.0,0.0,0.0,0.0,1.0
505,attributes,0.0,2.0,1.0,0.0,2.0,0.0,1.0
506,aubra,0.0,1.0,0.0,0.0,0.0,0.0,0.0
507,audio,0.0,1.0,0.0,0.0,0.0,0.0,0.0
508,august,3.0,4.0,0.0,0.0,0.0,0.0,0.0
509,aunt,0.0,2.0,0.0,0.0,0.0,0.0,0.0
510,australia,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511,auth,0.0,5.0,2.0,0.0,0.0,0.0,2.0
512,authentic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
513,authentication,0.0,0.0,0.0,0.0,0.0,1.0,0.0
514,author,0.0,0.0,0.0,0.0,0.0,1.0,0.0
515,authorities,0.0,1.0,0.0,0.0,0.0,0.0,0.0
516,authority,0.0,1.0,0.0,0.0,0.0,1.0,0.0
517,authorization,0.0,1.0,0.0,0.0,0.0,0.0,0.0
518,authorize,0.0,0.0,0.0,0.0,0.0,2.0,0.0
519,authorized,0.0,5.0,0.0,0.0,0.0,5.0,0.0
520,authorizing,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,auto,0.0,5.0,2.0,0.0,9.0,2.0,2.0
522,autofocus,0.0,5.0,1.0,0.0,0.0,0.0,1.0
523,automatic,0.0,5.0,2.0,0.0,0.0,0.0,2.0
524,automatically,0.0,7.0,0.0,0.0,8.0,4.0,0.0
525,autonomy,2.0,0.0,0.0,0.0,0.0,0.0,0.0
526,autopopulate,0.0,12.0,3.0,0.0,0.0,0.0,3.0
527,availability,0.0,2.0,0.0,0.0,0.0,6.0,0.0
528,available,3.0,102.0,9.0,0.0,6.0,7.0,9.0
529,avalanche,0.0,0.0,0.0,0.0,2.0,0.0,0.0
530,avenue,0.0,0.0,0.0,0.0,0.0,1.0,0.0
531,average,0.0,0.0,0.0,0.0,1.0,0.0,0.0
532,averages,0.0,2.0,0.0,0.0,0.0,0.0,0.0
533,avert,0.0,1.0,0.0,0.0,0.0,0.0,0.0
534,avoid,0.0,3.0,0.0,0.0,5.0,1.0,0.0
535,avoided,0.0,0.0,0.0,0.0,1.0,0.0,0.0
536,avoiding,0.0,4.0,0.0,0.0,0.0,0.0,0.0
537,avoids,0.0,1.0,0.0,0.0,0.0,0.0,0.0
538,aware,0.0,2.0,0.0,0.0,0.0,0.0,0.0
539,awareness,1.0,16.0,0.0,0.0,0.0,0.0,0.0
540,away,1.0,21.0,0.0,0.0,1.0,1.0,0.0
541,awkward,0.0,1.0,0.0,0.0,0.0,0.0,0.0
542,ayudarte,0.0,1.0,1.0,0.0,0.0,0.0,1.0
543,babies,0.0,0.0,0.0,0.0,3.0,1.0,0.0
544,baby,0.0,12.0,0.0,0.0,0.0,0.0,0.0
545,babysitter,0.0,0.0,0.0,0.0,1.0,0.0,0.0
546,back,3.0,87.0,9.0,0.0,10.0,3.0,9.0
547,backdrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548,backed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
549,background,1.0,3.0,25.0,0.0,0.0,9.0,25.0
550,backing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
551,backup,0.0,17.0,0.0,0.0,0.0,0.0,0.0
552,backyard,0.0,0.0,0.0,0.0,2.0,0.0,0.0
553,bacteria,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,bad,0.0,18.0,2.0,0.0,6.0,0.0,2.0
555,badger,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556,badword,0.0,6.0,3.0,0.0,0.0,0.0,3.0
557,badwordfilter,0.0,2.0,1.0,0.0,0.0,0.0,1.0
558,badwords,0.0,2.0,1.0,0.0,0.0,0.0,1.0
559,bags,2.0,0.0,0.0,0.0,0.0,0.0,0.0
560,bahasa,0.0,0.0,0.0,0.0,3.0,0.0,0.0
561,baker,0.0,3.0,0.0,0.0,0.0,0.0,0.0
562,balance,0.0,0.0,0.0,0.0,0.0,2.0,0.0
563,ballot,0.0,3.0,0.0,0.0,0.0,0.0,0.0
564,ban,13.0,12.0,3.0,0.0,2.0,0.0,3.0
565,bank,0.0,4.0,2.0,0.0,0.0,0.0,2.0
566,banking,0.0,1.0,0.0,0.0,0.0,0.0,0.0
567,bankruptcy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,banks,0.0,0.0,0.0,0.0,1.0,0.0,0.0
569,banned,0.0,1.0,0.0,0.0,0.0,0.0,0.0
570,banner,0.0,0.0,0.0,0.0,0.0,2.0,0.0
571,banning,4.0,1.0,0.0,0.0,0.0,0.0,0.0
572,bans,6.0,10.0,16.0,0.0,0.0,0.0,16.0
573,barbuda,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574,barred,0.0,1.0,0.0,0.0,0.0,0.0,0.0
575,barrelling,0.0,0.0,0.0,0.0,1.0,0.0,0.0
576,barrett's,1.0,0.0,0.0,0.0,0.0,0.0,0.0
577,barrier,3.0,4.0,0.0,0.0,1.0,0.0,0.0
578,barriers,0.0,2.0,0.0,0.0,0.0,0.0,0.0
579,basados,0.0,2.0,2.0,0.0,0.0,0.0,2.0
580,basal,0.0,6.0,0.0,0.0,0.0,0.0,0.0
581,base,0.0,2.0,0.0,0.0,0.0,2.0,0.0
582,based,1.0,15.0,2.0,0.0,1.0,2.0,2.0
583,baseless,1.0,0.0,0.0,0.0,0.0,0.0,0.0
584,basepath,0.0,3.0,0.0,0.0,0.0,0.0,0.0
585,basic,0.0,15.0,4.0,0.0,0.0,0.0,4.0
586,basically,0.0,4.0,0.0,0.0,3.0,0.0,0.0
587,basis,0.0,1.0,0.0,0.0,0.0,1.0,0.0
588,basta,0.0,0.0,1.0,0.0,0.0,0.0,1.0
589,bathroom,0.0,2.0,0.0,0.0,0.0,0.0,0.0
590,battered,0.0,0.0,0.0,0.0,1.0,0.0,0.0
591,battle,1.0,0.0,0.0,0.0,0.0,0.0,0.0
592,bbc,2.0,0.0,0.0,0.0,0.0,0.0,0.0
593,bcbs,0.0,2.0,1.0,0.0,0.0,0.0,3.0
594,beach,0.0,2.0,0.0,0.0,1.0,0.0,0.0
595,beacon,0.0,2.0,0.0,0.0,0.0,0.0,0.0
596,beacons”,0.0,0.0,0.0,0.0,0.0,1.0,0.0
597,beads,0.0,4.0,0.0,0.0,0.0,0.0,0.0
598,bear,0.0,0.0,0.0,0.0,5.0,0.0,0.0
599,bearing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
600,bears,0.0,0.0,0.0,0.0,1.0,0.0,0.0
601,beautiful,0.0,0.0,0.0,0.0,3.0,0.0,0.0
602,became,0.0,6.0,0.0,0.0,0.0,0.0,0.0
603,because,0.0,58.0,1.0,0.0,0.0,3.0,1.0
604,become,2.0,10.0,3.0,0.0,0.0,4.0,3.0
605,becomes,0.0,8.0,2.0,0.0,1.0,0.0,2.0
606,bed,0.0,4.0,0.0,0.0,0.0,0.0,0.0
607,beefed,0.0,0.0,0.0,0.0,1.0,0.0,0.0
608,been,2.0,43.0,3.0,0.0,1.0,8.0,3.0
609,beeyotch,0.0,2.0,0.0,0.0,0.0,0.0,0.0
610,before,7.0,96.0,6.0,0.0,8.0,5.0,6.0
611,begin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
612,beginning,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,begins,2.0,0.0,0.0,0.0,1.0,0.0,0.0
614,behalf,2.0,3.0,0.0,0.0,0.0,6.0,0.0
615,behavior,0.0,0.0,0.0,0.0,0.0,1.0,0.0
616,behind,2.0,0.0,0.0,0.0,7.0,1.0,0.0
617,beige,0.0,2.0,0.0,0.0,0.0,0.0,0.0
618,being,6.0,37.0,2.0,0.0,1.0,3.0,2.0
619,belief,0.0,1.0,0.0,0.0,0.0,0.0,0.0
620,believe,0.0,10.0,0.0,0.0,1.0,7.0,0.0
621,believes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
622,bells,0.0,0.0,0.0,0.0,3.0,0.0,0.0
623,belong,0.0,1.0,0.0,0.0,0.0,0.0,0.0
624,below,7.0,7.0,3.0,0.0,6.0,4.0,3.0
625,beme,1.0,0.0,0.0,0.0,0.0,0.0,0.0
626,bendable,0.0,2.0,0.0,0.0,0.0,0.0,0.0
627,beneath,0.0,0.0,0.0,0.0,0.0,1.0,0.0
628,beneficiaries,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,benefits,0.0,7.0,1.0,0.0,1.0,0.0,1.0
630,benton,0.0,1.0,0.0,0.0,0.0,0.0,0.0
631,bernardino,0.0,3.0,0.0,0.0,0.0,0.0,0.0
632,best,5.0,36.0,2.0,0.0,8.0,3.0,2.0
633,bet,0.0,0.0,0.0,0.0,0.0,1.0,0.0
634,beta,0.0,1.0,0.0,0.0,0.0,0.0,0.0
635,better,2.0,9.0,0.0,0.0,0.0,0.0,0.0
636,better—within,0.0,2.0,0.0,0.0,0.0,0.0,0.0
637,between,1.0,33.0,1.0,0.0,1.0,4.0,1.0
638,between—this,0.0,4.0,0.0,0.0,0.0,0.0,0.0
639,beyond,1.0,0.0,0.0,0.0,0.0,1.0,0.0
640,bidders,0.0,0.0,0.0,0.0,1.0,0.0,0.0
641,biden’s,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,big,0.0,6.0,0.0,0.0,7.0,2.0,0.0
643,bigger,1.0,0.0,0.0,0.0,0.0,0.0,0.0
644,biggest,0.0,0.0,0.0,0.0,3.0,0.0,0.0
645,bill,17.0,3.0,3.0,0.0,0.0,5.0,3.0
646,billed,0.0,1.0,0.0,0.0,6.0,0.0,0.0
647,billing,0.0,2.0,0.0,0.0,0.0,10.0,0.0
648,billinglab,0.0,0.0,0.0,0.0,0.0,1.0,0.0
649,bills,12.0,2.0,1.0,0.0,0.0,1.0,1.0
650,binary,0.0,0.0,0.0,0.0,0.0,2.0,0.0
651,bind,0.0,2.0,1.0,0.0,0.0,0.0,1.0
652,binding,0.0,0.0,0.0,0.0,0.0,2.0,0.0
653,biological,0.0,2.0,0.0,0.0,0.0,0.0,0.0
654,birth,1.0,253.0,36.0,0.0,0.0,0.0,35.0
655,birthday,0.0,1.0,0.0,0.0,0.0,0.0,0.0
656,births,0.0,1.0,0.0,0.0,0.0,0.0,0.0
657,bit,0.0,28.0,0.0,0.0,0.0,0.0,0.0
658,bizarre,0.0,0.0,0.0,0.0,0.0,1.0,0.0
659,black,0.0,9.0,1.0,0.0,2.0,0.0,1.0
660,blackbaud,0.0,3.0,0.0,0.0,0.0,0.0,0.0
661,blank,0.0,6.0,0.0,0.0,0.0,0.0,0.0
662,blast,0.0,0.0,0.0,0.0,1.0,0.0,0.0
663,bleckley,4.0,0.0,0.0,0.0,0.0,0.0,0.0
664,bleeding,0.0,6.0,0.0,0.0,0.0,0.0,0.0
665,blizzard,0.0,0.0,0.0,0.0,2.0,0.0,0.0
666,blobdata,0.0,2.0,0.0,0.0,0.0,0.0,0.0
667,block,5.0,22.0,5.0,0.0,0.0,0.0,5.0
668,blocked,0.0,1.0,0.0,0.0,0.0,0.0,0.0
669,blocking,0.0,1.0,0.0,0.0,0.0,0.0,0.0
670,blockquote,0.0,0.0,0.0,0.0,0.0,6.0,0.0
671,blocks,5.0,7.0,0.0,0.0,0.0,0.0,0.0
672,blog,25.0,8.0,12.0,0.0,0.0,1.0,12.0
673,blogspractice,0.0,0.0,0.0,0.0,0.0,1.0,0.0
674,blonde,0.0,6.0,0.0,0.0,0.0,0.0,0.0
675,blood,0.0,12.0,0.0,0.0,0.0,0.0,0.0
676,bloomberg,3.0,0.0,0.0,0.0,0.0,0.0,0.0
677,blowers,0.0,0.0,0.0,0.0,2.0,0.0,0.0
678,blue,4.0,2.0,0.0,0.0,0.0,0.0,1.0
679,blur,0.0,2.0,1.0,0.0,0.0,0.0,1.0
680,board,0.0,0.0,0.0,0.0,1.0,2.0,0.0
681,bodies,0.0,1.0,12.0,0.0,0.0,0.0,12.0
682,bodily,1.0,0.0,0.0,0.0,0.0,0.0,0.0
683,body,3.0,46.0,4.0,0.0,0.0,4.0,4.0
684,body’s,0.0,6.0,0.0,0.0,0.0,0.0,0.0
685,bogus,0.0,0.0,1.0,0.0,0.0,0.0,1.0
686,bolsters,1.0,0.0,0.0,0.0,0.0,0.0,0.0
687,bomb,1.0,0.0,0.0,0.0,0.0,0.0,0.0
688,book,0.0,19.0,7.0,0.0,2.0,0.0,7.0
689,booking,0.0,1.0,0.0,0.0,0.0,0.0,0.0
690,books,0.0,1.0,0.0,0.0,0.0,0.0,0.0
691,boosts,2.0,0.0,0.0,0.0,0.0,0.0,0.0
692,boots,0.0,2.0,0.0,0.0,0.0,0.0,0.0
693,bootstrap,0.0,2.0,0.0,0.0,0.0,0.0,0.0
694,border,0.0,0.0,0.0,0.0,0.0,1.0,0.0
695,bore,0.0,0.0,0.0,0.0,1.0,0.0,0.0
696,both,3.0,25.0,3.0,0.0,0.0,4.0,3.0
697,bothering,0.0,2.0,0.0,0.0,0.0,0.0,0.0
698,bothinfo,0.0,2.0,1.0,0.0,0.0,0.0,1.0
699,botox,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700,bottom,0.0,7.0,1.0,0.0,0.0,2.0,1.0
701,boulevard,0.0,0.0,0.0,0.0,0.0,1.0,0.0
702,bounced,0.0,0.0,0.0,0.0,1.0,0.0,0.0
703,bouncer,0.0,2.0,0.0,0.0,0.0,0.0,0.0
704,bowman,1.0,0.0,0.0,0.0,0.0,0.0,0.0
705,box,7.0,18.0,2.0,0.0,0.0,0.0,2.0
706,boyfriend,0.0,7.0,0.0,0.0,0.0,0.0,0.0
707,bracelets,0.0,2.0,0.0,0.0,0.0,0.0,0.0
708,branch,1.0,0.0,0.0,0.0,0.0,0.0,0.0
709,brand,0.0,9.0,1.0,0.0,0.0,1.0,1.0
710,brandid,0.0,0.0,0.0,0.0,0.0,1.0,0.0
711,brandon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712,brands,0.0,6.0,0.0,0.0,0.0,0.0,0.0
713,brave,1.0,0.0,0.0,0.0,0.0,0.0,0.0
714,breach,0.0,1.0,0.0,0.0,0.0,1.0,0.0
715,break,1.0,22.0,0.0,0.0,0.0,0.0,0.0
716,breaking,1.0,0.0,1.0,0.0,0.0,0.0,1.0
717,breaks,0.0,0.0,0.0,0.0,4.0,0.0,0.0
718,breast,0.0,3.0,0.0,0.0,0.0,0.0,0.0
719,breastfeed,0.0,2.0,0.0,0.0,0.0,0.0,0.0
720,breeds,0.0,0.0,0.0,0.0,2.0,0.0,0.0
721,bridge,1.0,0.0,0.0,0.0,2.0,0.0,0.0
722,bridges,0.0,0.0,0.0,0.0,3.0,0.0,0.0
723,brief,0.0,0.0,0.0,0.0,1.0,0.0,0.0
724,briefly,0.0,1.0,0.0,0.0,0.0,0.0,0.0
725,bright,0.0,1.0,1.0,0.0,0.0,0.0,1.0
726,brightly,0.0,1.0,0.0,0.0,0.0,0.0,0.0
727,brigid,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,brim,0.0,4.0,0.0,0.0,0.0,0.0,0.0
729,bring,16.0,8.0,1.0,0.0,2.0,0.0,1.0
730,bringing,2.0,3.0,0.0,0.0,0.0,0.0,0.0
731,brings,0.0,1.0,2.0,0.0,0.0,1.0,2.0
732,bring”,0.0,2.0,0.0,0.0,0.0,0.0,0.0
733,brink,0.0,0.0,0.0,0.0,1.0,0.0,0.0
734,british,0.0,0.0,0.0,0.0,1.0,0.0,0.0
735,broader,1.0,1.0,0.0,0.0,0.0,0.0,0.0
736,brodeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
737,broke,0.0,0.0,0.0,0.0,2.0,0.0,0.0
738,brought,0.0,2.0,1.0,0.0,0.0,1.0,1.0
739,brown,0.0,6.0,0.0,0.0,0.0,0.0,0.0
740,brownback,2.0,0.0,0.0,0.0,0.0,0.0,0.0
741,browser,1.0,12.0,2.0,0.0,2.0,11.0,2.0
742,browsers,1.0,2.0,1.0,0.0,0.0,1.0,1.0
743,browsers',0.0,0.0,0.0,0.0,0.0,1.0,0.0
744,browser’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
745,browsing,0.0,1.0,0.0,0.0,0.0,2.0,0.0
746,bruin,0.0,0.0,0.0,0.0,1.0,0.0,0.0
747,brushing,0.0,2.0,0.0,0.0,0.0,0.0,0.0
748,bsd,0.0,0.0,0.0,0.0,0.0,1.0,0.0
749,bubbles—they,0.0,2.0,0.0,0.0,0.0,0.0,0.0
750,bucket,0.0,0.0,1.0,0.0,0.0,0.0,1.0
751,budget,0.0,0.0,1.0,0.0,0.0,0.0,1.0
752,buffalo,0.0,0.0,0.0,0.0,2.0,0.0,0.0
753,bug,0.0,0.0,0.0,0.0,0.0,1.0,0.0
754,bugs,0.0,2.0,0.0,0.0,0.0,0.0,0.0
755,building,6.0,1.0,0.0,0.0,0.0,1.0,0.0
756,built,1.0,0.0,0.0,0.0,4.0,0.0,0.0
757,bulk,0.0,2.0,0.0,0.0,0.0,0.0,0.0
758,bulletin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
759,bullying,0.0,1.0,0.0,0.0,0.0,0.0,0.0
760,bunch,0.0,10.0,0.0,0.0,0.0,0.0,0.0
761,bundling,0.0,0.0,0.0,0.0,2.0,0.0,0.0
762,buprenorphine,3.0,0.0,0.0,0.0,0.0,0.0,0.0
763,burden,0.0,1.0,0.0,0.0,0.0,0.0,0.0
764,burdens,1.0,0.0,0.0,0.0,0.0,0.0,0.0
765,buried,0.0,0.0,0.0,0.0,4.0,0.0,0.0
766,burkhart,2.0,0.0,0.0,0.0,0.0,0.0,0.0
767,bus,0.0,1.0,0.0,0.0,0.0,0.0,0.0
768,business,2.0,10.0,0.0,0.0,2.0,9.0,0.0
769,businessweek,1.0,0.0,0.0,0.0,0.0,0.0,0.0
770,bustle,4.0,0.0,0.0,0.0,0.0,0.0,0.0
771,busy,0.0,8.0,0.0,0.0,0.0,0.0,0.0
772,but,13.0,165.0,4.0,0.0,2.0,19.0,4.0
773,butler,1.0,0.0,0.0,0.0,0.0,0.0,0.0
774,button,2.0,15.0,9.0,0.0,2.0,9.0,9.0
775,buttons,0.0,4.0,4.0,0.0,0.0,0.0,4.0
776,buttonsubmit,0.0,12.0,3.0,0.0,0.0,0.0,3.0
777,buy,0.0,6.0,0.0,0.0,0.0,0.0,0.0
778,buying,0.0,0.0,0.0,0.0,1.0,0.0,0.0
779,bypass,13.0,1.0,0.0,0.0,0.0,0.0,0.0
780,bystander,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781,cabinet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
782,cada,0.0,2.0,2.0,0.0,0.0,0.0,2.0
783,calculating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
784,calendar,0.0,7.0,0.0,0.0,0.0,0.0,0.0
785,california,0.0,6.0,0.0,0.0,2.0,4.0,0.0
786,call,20.0,58.0,16.0,0.0,1.0,7.0,16.0
787,called,1.0,10.0,0.0,0.0,0.0,0.0,0.0
788,calling,0.0,0.0,0.0,0.0,0.0,2.0,0.0
789,calls,1.0,0.0,0.0,0.0,0.0,2.0,0.0
790,cam,0.0,0.0,0.0,0.0,1.0,0.0,0.0
791,came,0.0,7.0,0.0,0.0,1.0,0.0,0.0
792,camel,0.0,0.0,0.0,0.0,4.0,0.0,0.0
793,camera,0.0,0.0,0.0,0.0,3.0,0.0,0.0
794,campaign,1.0,2.0,0.0,0.0,0.0,0.0,0.0
795,campaigns,0.0,2.0,8.0,0.0,0.0,0.0,8.0
796,campaignsapplynational,0.0,0.0,1.0,0.0,0.0,0.0,1.0
797,campaignshybridpublic,0.0,0.0,1.0,0.0,0.0,0.0,1.0
798,campaignspublic,0.0,0.0,1.0,0.0,0.0,0.0,1.0
799,can,56.0,378.0,44.0,0.0,24.0,55.0,44.0
800,can't,1.0,5.0,1.0,0.0,2.0,5.0,1.0
801,canada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
802,cancel,0.0,0.0,0.0,0.0,8.0,1.0,0.0
803,cancellation,0.0,0.0,0.0,0.0,0.0,1.0,0.0
804,cancer,0.0,7.0,4.0,0.0,0.0,0.0,4.0
805,cancers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
806,candidate,0.0,2.0,0.0,0.0,0.0,0.0,0.0
807,candidates,0.0,2.0,1.0,0.0,0.0,0.0,1.0
808,cannot,1.0,10.0,2.0,0.0,1.0,3.0,2.0
809,canvassing,1.0,0.0,0.0,0.0,0.0,0.0,0.0
810,can’t,0.0,22.0,0.0,0.0,0.0,0.0,1.0
811,cap,0.0,44.0,0.0,0.0,0.0,0.0,0.0
812,capable,1.0,0.0,0.0,0.0,0.0,0.0,0.0
813,capfertility,0.0,3.0,0.0,0.0,0.0,0.0,0.0
814,capital,2.0,0.0,0.0,0.0,0.0,0.0,0.0
815,capitol,10.0,0.0,0.0,0.0,0.0,0.0,0.0
816,caps,0.0,2.0,0.0,0.0,0.0,0.0,0.0
817,captcha,0.0,0.0,0.0,0.0,0.0,1.0,0.0
818,captions,0.0,2.0,2.0,0.0,0.0,0.0,2.0
819,captivating,0.0,0.0,0.0,0.0,1.0,0.0,0.0
820,capture,0.0,0.0,0.0,0.0,1.0,0.0,0.0
821,captured,0.0,0.0,0.0,0.0,2.0,0.0,0.0
822,capuchón,0.0,2.0,2.0,0.0,0.0,0.0,2.0
823,cap—they,0.0,2.0,0.0,0.0,0.0,0.0,0.0
